,Tick,Second,AttackerSteamId,AttackerName,AttackerTeam,AttackerSide,AttackerX,AttackerY,AttackerZ,AttackerAreaId,AttackerAreaName,AttackerViewX,AttackerViewY,VictimSteamId,VictimName,VictimTeam,VictimSide,VictimX,VictimY,VictimZ,VictimAreaId,VictimAreaName,VictimViewX,VictimViewY,Weapon,HpDamage,HpDamageTaken,ArmorDamage,ArmorDamageTaken,HitGroup,RoundNum,MatchId,MapName
479,277839,24.637795275590552,7.65611980585005e+16,KSCERATO,FURIA,T,-1556.1761474609375,680.0123291015625,-47.97442626953125,116.0,CT Side Apps,163.9599609375,1.4117431640625,76561198034202275,s1mple,NAVI,CT,-2038.939453125,822.8724365234375,-47.96875,524,Right Side Platform,345.9759521484375,2.625732421875,AK-47,27,27,3,3,RightArm,19,furia-vs-natus-vincere-m3-mirage,de_mirage
480,277852,24.74015748031496,7.65611980585005e+16,KSCERATO,FURIA,T,-1556.1021728515625,680.0123291015625,-47.97442626953125,116.0,CT Side Apps,163.5479736328125,2.52685546875,76561198034202275,s1mple,NAVI,CT,-2039.85009765625,820.1217041015625,-47.96875,524,Right Side Platform,347.607421875,2.362060546875,AK-47,15,15,2,2,Stomach,19,furia-vs-natus-vincere-m3-mirage,de_mirage
481,277865,24.84251968503937,7.65611980585005e+16,KSCERATO,FURIA,T,-1556.1021728515625,680.0123291015625,-47.97442626953125,116.0,CT Side Apps,163.8995361328125,3.5870361328125,76561198034202275,s1mple,NAVI,CT,-2039.9449462890625,819.7650146484375,-47.96875,524,Right Side Platform,348.695068359375,2.5433349609375,AK-47,34,34,4,4,Stomach,19,furia-vs-natus-vincere-m3-mirage,de_mirage
482,277878,24.944881889763778,7.65611980585005e+16,KSCERATO,FURIA,T,-1556.1021728515625,680.0123291015625,-47.97442626953125,116.0,CT Side Apps,164.1961669921875,4.2901611328125,76561198034202275,s1mple,NAVI,CT,-2039.744873046875,820.6912841796875,-47.96875,524,Right Side Platform,343.1634521484375,1.9720458984375,AK-47,27,24,3,3,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
483,277992,25.84251968503937,7.656119812122048e+16,Perfecto,NAVI,CT,-1851.331298828125,12.379995346069336,-167.96875,2536.0,Back Left B Site From T's' Perspective,72.0758056640625,351.4691162109375,76561198058500492,KSCERATO,FURIA,T,-1637.045166015625,705.4034423828125,-47.97442626953125,20,CT Side Apps,297.9766845703125,14.5294189453125,M4A4,22,22,4,4,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
484,278004,25.937007874015748,7.656119812122048e+16,Perfecto,NAVI,CT,-1851.4241943359375,12.4180326461792,-167.96875,2536.0,Back Left B Site From T's' Perspective,72.0538330078125,351.4251708984375,76561198058500492,KSCERATO,FURIA,T,-1642.283203125,704.4225463867188,-47.97442626953125,20,CT Side Apps,255.146484375,12.8814697265625,M4A4,22,22,4,4,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
485,278367,28.79527559055118,7.656119824660747e+16,b1t,NAVI,CT,-1249.337158203125,384.1758117675781,-167.70639038085938,417.0,Arch,153.577880859375,350.7879638671875,76561198058500492,KSCERATO,FURIA,T,-1858.5579833984375,685.9680786132812,-47.97442626953125,160,CT Side Apps,331.622314453125,9.29443359375,M4A4,22,22,4,4,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
486,278371,28.826771653543307,7.65611980585005e+16,KSCERATO,FURIA,T,-1858.2410888671875,687.8743896484375,-47.97442626953125,160.0,CT Side Apps,333.21533203125,10.52490234375,76561198246607476,b1t,NAVI,CT,-1249.8968505859375,383.761474609375,-167.690673828125,417,Arch,154.171142578125,350.7879638671875,AK-47,27,27,3,3,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
487,278384,28.929133858267715,7.65611980585005e+16,KSCERATO,FURIA,T,-1857.628173828125,690.58984375,-47.97442626953125,160.0,CT Side Apps,333.270263671875,11.2939453125,76561198246607476,b1t,NAVI,CT,-1250.5794677734375,382.9629821777344,-167.62954711914062,25,Arch,153.4185791015625,350.7550048828125,AK-47,27,27,3,3,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
488,278392,28.992125984251967,7.656119824660747e+16,b1t,NAVI,CT,-1250.46044921875,383.2005310058594,-167.63949584960938,25.0,Arch,153.3251953125,350.694580078125,76561198058500492,KSCERATO,FURIA,T,-1857.7947998046875,690.2632446289062,-47.97442626953125,160,CT Side Apps,332.9791259765625,11.173095703125,M4A4,88,34,19,19,Head,19,furia-vs-natus-vincere-m3-mirage,de_mirage
489,280247,43.59842519685039,7.656119812122048e+16,Perfecto,NAVI,CT,-2478.855712890625,306.16253662109375,-92.96875,883.0,Bench,36.9635009765625,357.5830078125,76561197996370184,VINI,FURIA,T,-1923.6422119140625,738.6934204101562,-47.96875,359,CT Side Apps,256.6461181640625,11.2115478515625,M4A4,22,22,4,4,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
490,280258,43.68503937007874,7.656119812122048e+16,Perfecto,NAVI,CT,-2478.855712890625,306.16253662109375,-92.96875,883.0,Bench,37.2052001953125,357.69287109375,76561197996370184,VINI,FURIA,T,-1925.4957275390625,734.9201049804688,-47.96875,359,CT Side Apps,246.4947509765625,10.8160400390625,M4A4,22,22,4,4,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
491,280270,43.77952755905512,7.656119812122048e+16,Perfecto,NAVI,CT,-2478.855712890625,306.16253662109375,-92.96875,883.0,Bench,38.397216796875,358.1103515625,76561197996370184,VINI,FURIA,T,-1922.8631591796875,731.498291015625,-47.96875,359,CT Side Apps,216.4031982421875,6.6412353515625,M4A4,22,22,4,4,RightArm,19,furia-vs-natus-vincere-m3-mirage,de_mirage
492,280279,43.8503937007874,7.656119799637018e+16,VINI,FURIA,T,-1920.7130126953125,730.2465209960938,-47.96875,359.0,CT Side Apps,217.012939453125,6.5972900390625,76561198121220486,Perfecto,NAVI,CT,-2478.818115234375,306.1153259277344,-92.96875,883,Bench,38.353271484375,358.3740234375,AK-47,26,26,0,0,RightLeg,19,furia-vs-natus-vincere-m3-mirage,de_mirage
493,280281,43.86614173228347,7.656119812122048e+16,Perfecto,NAVI,CT,-2478.773193359375,306.0581970214844,-92.96875,883.0,Bench,38.265380859375,358.48388671875,76561197996370184,VINI,FURIA,T,-1920.2408447265625,730.0778198242188,-47.96875,359,CT Side Apps,217.265625,6.5972900390625,M4A4,22,22,4,4,RightArm,19,furia-vs-natus-vincere-m3-mirage,de_mirage
494,280292,43.95275590551181,7.656119799637018e+16,VINI,FURIA,T,-1918.468017578125,729.6256103515625,-47.96875,359.0,CT Side Apps,217.3095703125,6.6082763671875,76561198121220486,Perfecto,NAVI,CT,-2478.343505859375,305.5047912597656,-92.96875,883,Bench,37.5347900390625,359.80224609375,AK-47,26,26,0,0,RightLeg,19,furia-vs-natus-vincere-m3-mirage,de_mirage
495,280294,43.968503937007874,7.656119812122048e+16,Perfecto,NAVI,CT,-2478.29541015625,305.4422912597656,-92.96875,883.0,Bench,37.5347900390625,359.84619140625,76561197996370184,VINI,FURIA,T,-1918.2064208984375,729.5806884765625,-47.96875,359,CT Side Apps,217.3150634765625,6.6082763671875,M4A4,22,12,4,4,RightArm,19,furia-vs-natus-vincere-m3-mirage,de_mirage
496,281999,57.39370078740158,7.656119824660747e+16,b1t,NAVI,CT,-2238.8173828125,816.2388916015625,-121.27519989013672,205.0,Underneath B apps plat,342.520751953125,352.3809814453125,76561198064058958,junior,FURIA,T,-1859.4755859375,680.4175415039062,-47.96875,160,CT Side Apps,337.972412109375,12.864990234375,M4A4,22,22,4,4,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
497,282022,57.574803149606296,7.656119824660747e+16,b1t,NAVI,CT,-2238.8173828125,816.2388916015625,-121.27519989013672,205.0,Underneath B apps plat,341.3616943359375,355.067138671875,76561198064058958,junior,FURIA,T,-1862.525634765625,683.3072509765625,-47.96875,160,CT Side Apps,317.0709228515625,13.1231689453125,M4A4,22,22,4,4,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
498,282035,57.67716535433071,7.656119824660747e+16,b1t,NAVI,CT,-2238.8173828125,816.2388916015625,-121.27519989013672,205.0,Underneath B apps plat,341.3946533203125,356.1932373046875,76561198064058958,junior,FURIA,T,-1866.3157958984375,680.03125,-47.96875,160,CT Side Apps,308.4576416015625,11.44775390625,M4A4,17,17,3,3,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
499,282107,58.24409448818898,7.656119812122048e+16,Perfecto,NAVI,CT,-2331.820556640625,420.8390808105469,-167.96875,21.0,Back B Site Peeking Apps/Plat,36.2823486328125,349.090576171875,76561198043769572,arT,FURIA,T,-1807.998291015625,779.3949584960938,-47.96875,160,CT Side Apps,177.1380615234375,10.953369140625,M4A4,88,88,19,19,Head,19,furia-vs-natus-vincere-m3-mirage,de_mirage
500,282119,58.338582677165356,7.656119812122048e+16,Perfecto,NAVI,CT,-2330.64111328125,418.9537048339844,-167.96875,21.0,Back B Site Peeking Apps/Plat,34.8101806640625,350.716552734375,76561198043769572,arT,FURIA,T,-1809.1026611328125,778.63525390625,-47.96875,160,CT Side Apps,177.4017333984375,11.019287109375,M4A4,22,12,4,4,Chest,19,furia-vs-natus-vincere-m3-mirage,de_mirage
501,282126,58.39370078740158,7.656119824660747e+16,b1t,NAVI,CT,-2237.971435546875,815.9996337890625,-121.3764877319336,205.0,Underneath B apps plat,344.33349609375,0.37353515625,76561198064058958,junior,FURIA,T,-1865.5611572265625,696.8776245117188,-47.96875,160,CT Side Apps,164.036865234375,11.7059326171875,M4A4,10,10,2,2,Stomach,19,furia-vs-natus-vincere-m3-mirage,de_mirage
502,282138,58.488188976377955,7.656119824660747e+16,b1t,NAVI,CT,-2233.9287109375,815.13623046875,-121.84637451171875,205.0,Underneath B apps plat,346.3604736328125,358.472900390625,76561198064058958,junior,FURIA,T,-1865.3475341796875,697.166015625,-47.96875,160,CT Side Apps,164.35546875,11.7059326171875,M4A4,22,22,4,4,RightArm,19,furia-vs-natus-vincere-m3-mirage,de_mirage
503,282174,58.77165354330709,7.656119806405896e+16,junior,FURIA,T,-1866.5281982421875,693.436767578125,-47.96875,160.0,CT Side Apps,160.99365234375,18.6383056640625,76561198246607476,b1t,NAVI,CT,-2220.195068359375,818.1841430664062,-122.34188842773438,205,Underneath B apps plat,349.705810546875,345.91552734375,AK-47,109,46,15,15,Head,19,furia-vs-natus-vincere-m3-mirage,de_mirage
504,282904,64.51968503937007,7.656119806405896e+16,junior,FURIA,T,-1977.1297607421875,743.9121704101562,-47.96875,48.0,Left Side Platform,268.5992431640625,8.76708984375,76561198146207066,Boombl4,NAVI,CT,-2002.6534423828125,-33.76081085205078,-165.71875,36,Back Left B Site From T's' Perspective,85.242919921875,352.2216796875,AK-47,139,100,0,0,Head,19,furia-vs-natus-vincere-m3-mirage,de_mirage
505,283935,72.63779527559055,7.656119812122048e+16,Perfecto,NAVI,CT,-2443.63525390625,180.6300048828125,-166.29522705078125,271.0,Bench,60.7708740234375,358.59375,76561198064058958,junior,FURIA,T,-2243.77099609375,536.9320068359375,-165.35203552246094,204,Back B Site Peeking Apps/Plat,241.6607666015625,2.6751708984375,M4A4,90,7,19,19,Head,19,furia-vs-natus-vincere-m3-mirage,de_mirage
506,293471,14.165354330708661,7.656119824660747e+16,b1t,NAVI,CT,-1176.9888916015625,-805.802734375,-167.96875,285.0,Snipers Nest,320.921630859375,5.0592041015625,76561198058500492,KSCERATO,FURIA,T,527.2098999023438,-540.9708251953125,-155.96875,151,Top Mid Boxes Left Side Peek,226.131591796875,16.116943359375,Incendiary Grenade,1,1,0,0,Generic,20,furia-vs-natus-vincere-m3-mirage,de_mirage
507,293496,14.362204724409448,7.656119824660747e+16,b1t,NAVI,CT,-1171.9796142578125,-808.606201171875,-167.96875,285.0,Snipers Nest,315.7965087890625,5.0262451171875,76561198058500492,KSCERATO,FURIA,T,520.1136474609375,-551.96875,-155.96875,2458,Behind Big Boxes,226.60400390625,19.2315673828125,Incendiary Grenade,2,2,0,0,Generic,20,furia-vs-natus-vincere-m3-mirage,de_mirage
508,293522,14.566929133858268,7.656119824660747e+16,b1t,NAVI,CT,-1169.1719970703125,-808.1107788085938,-167.96875,285.0,Snipers Nest,315.7965087890625,4.9932861328125,76561198058500492,KSCERATO,FURIA,T,508.6922912597656,-551.99755859375,-159.96875,2458,Behind Big Boxes,234.898681640625,27.2955322265625,Incendiary Grenade,3,3,0,0,Generic,20,furia-vs-natus-vincere-m3-mirage,de_mirage
509,293547,14.763779527559056,7.656119824660747e+16,b1t,NAVI,CT,-1169.1719970703125,-808.1107788085938,-167.96875,285.0,Snipers Nest,315.76904296875,4.9932861328125,76561198058500492,KSCERATO,FURIA,T,479.8671569824219,-562.9302978515625,-160.72288513183594,2458,Behind Big Boxes,229.251708984375,27.8228759765625,Incendiary Grenade,4,4,0,0,Generic,20,furia-vs-natus-vincere-m3-mirage,de_mirage
510,294554,22.69291338582677,7.656119824660747e+16,b1t,NAVI,CT,-1310.7015380859375,-970.000732421875,-167.96875,130.0,Murder Hole,156.917724609375,10.1513671875,76561198164970560,yuurih,FURIA,T,-1043.8212890625,-31.615493774414062,-367.96875,2442,Underpass,282.952880859375,359.12109375,HE Grenade,11,11,3,3,Generic,20,furia-vs-natus-vincere-m3-mirage,de_mirage
511,298472,53.54330708661417,7.656119824660747e+16,b1t,NAVI,CT,-737.0035400390625,-20.95970344543457,-143.96875,1459.0,Catwalk T Aparments Peek,259.6728515625,6.119384765625,76561198043769572,arT,FURIA,T,-874.3189697265625,-785.3607788085938,-221.96875,1390,Middle Bench,79.6728515625,356.02294921875,FAMAS,19,19,4,4,Chest,20,furia-vs-natus-vincere-m3-mirage,de_mirage
512,298484,53.63779527559055,7.656119824660747e+16,b1t,NAVI,CT,-737.0035400390625,-20.95970344543457,-143.96875,1459.0,Catwalk T Aparments Peek,260.452880859375,5.8062744140625,76561198043769572,arT,FURIA,T,-874.0090942382812,-785.4617309570312,-221.96875,1390,Middle Bench,79.4915771484375,355.10009765625,FAMAS,78,78,16,16,Head,20,furia-vs-natus-vincere-m3-mirage,de_mirage
513,300489,69.4251968503937,7.65611980440451e+16,electronic,NAVI,CT,-934.8833618164062,-1527.96875,-167.96875,38.0,Deep Jungle,45.5877685546875,0.3350830078125,76561198058500492,KSCERATO,FURIA,T,-696.8748779296875,-1286.297607421875,-167.96875,104,Top Connector,206.1639404296875,0.0,M4A4,28,28,6,6,Stomach,20,furia-vs-natus-vincere-m3-mirage,de_mirage
514,300500,69.51181102362204,7.65611980440451e+16,electronic,NAVI,CT,-931.5689086914062,-1527.96875,-167.96875,1122.0,Deep Jungle,46.8511962890625,1.3018798828125,76561198058500492,KSCERATO,FURIA,T,-700.4000854492188,-1287.9423828125,-167.96875,104,Top Connector,223.04443359375,2.054443359375,M4A4,90,62,19,19,Head,20,furia-vs-natus-vincere-m3-mirage,de_mirage
515,300510,69.59055118110236,7.656119803420227e+16,s1mple,NAVI,CT,-835.4747314453125,-2543.382568359375,-35.96875,628.0,Ticketbooth ,82.5128173828125,7.2509765625,76561198043769572,arT,FURIA,T,-577.0751953125,-545.7567749023438,-269.90008544921875,1493,Mid Close Connector,262.41943359375,353.638916015625,AWP,134,3,1,1,Stomach,20,furia-vs-natus-vincere-m3-mirage,de_mirage
516,300786,71.76377952755905,7.656119803420227e+16,s1mple,NAVI,CT,-831.2547607421875,-2525.3896484375,-35.96875,626.0,Ticketbooth ,83.5235595703125,7.218017578125,76561198164970560,yuurih,FURIA,T,-684.8477783203125,-1283.830078125,-167.96875,104,Top Connector,193.5186767578125,359.7802734375,AWP,136,89,1,1,Stomach,20,furia-vs-natus-vincere-m3-mirage,de_mirage
517,301376,76.40944881889764,7.656119824660747e+16,b1t,NAVI,CT,-1224.42919921875,-485.829833984375,-95.96875,1067.0,Right Side Snipers Nest,332.149658203125,14.30419921875,76561198064058958,junior,FURIA,T,-637.8911743164062,-760.6591186523438,-261.9720764160156,133,Mid Close Connector,160.455322265625,356.4129638671875,FAMAS,19,19,4,4,Chest,20,furia-vs-natus-vincere-m3-mirage,de_mirage
518,301399,76.59055118110236,7.656119824660747e+16,b1t,NAVI,CT,-1224.478271484375,-485.90423583984375,-95.96875,1067.0,Right Side Snipers Nest,335.2423095703125,17.0233154296875,76561198064058958,junior,FURIA,T,-631.3632202148438,-753.9577026367188,-261.9720764160156,133,Mid Close Connector,157.6702880859375,350.6341552734375,FAMAS,19,19,4,4,Chest,20,furia-vs-natus-vincere-m3-mirage,de_mirage
519,301401,76.60629921259843,7.656119799637018e+16,VINI,FURIA,T,94.66339111328125,-2243.64990234375,-39.96875,201.0,T Palace Stairs Peek,143.06396484375,4.8175048828125,76561198044045107,electronic,NAVI,CT,-1110.4619140625,-1338.68310546875,-170.87596130371094,131,Deep Jungle,323.2672119140625,355.3582763671875,Galil AR,21,21,3,3,Chest,20,furia-vs-natus-vincere-m3-mirage,de_mirage
520,301413,76.7007874015748,7.65611980440451e+16,electronic,NAVI,CT,-1111.65771484375,-1340.2119140625,-171.00448608398438,131.0,Deep Jungle,322.9266357421875,355.8416748046875,76561197996370184,VINI,FURIA,T,94.36788177490234,-2244.0361328125,-39.96875,201,T Palace Stairs Peek,142.2235107421875,4.5977783203125,M4A4,21,21,4,4,Chest,20,furia-vs-natus-vincere-m3-mirage,de_mirage
521,301425,76.79527559055119,7.65611980440451e+16,electronic,NAVI,CT,-1111.70947265625,-1340.2750244140625,-171.0165252685547,131.0,Deep Jungle,323.074951171875,356.033935546875,76561197996370184,VINI,FURIA,T,93.77639770507812,-2244.79833984375,-39.96875,201,T Palace Stairs Peek,142.1905517578125,4.72412109375,M4A4,21,21,4,4,Chest,20,furia-vs-natus-vincere-m3-mirage,de_mirage
522,301436,76.88188976377953,7.65611980440451e+16,electronic,NAVI,CT,-1111.5350341796875,-1340.0430908203125,-170.99868774414062,131.0,Deep Jungle,323.2672119140625,356.517333984375,76561197996370184,VINI,FURIA,T,93.78338623046875,-2244.78515625,-39.96875,201,T Palace Stairs Peek,142.91015625,4.888916015625,M4A4,84,58,18,18,Head,20,furia-vs-natus-vincere-m3-mirage,de_mirage
523,301996,81.29133858267717,7.65611980440451e+16,electronic,NAVI,CT,-751.8971557617188,-1422.4281005859375,-167.96875,6.0,Bottom Stairs,78.55224609375,10.3546142578125,76561198064058958,junior,FURIA,T,-587.0366821289062,-691.53271484375,-271.7436218261719,81,Mid Close Connector,165.1080322265625,349.112548828125,M4A4,22,22,4,4,LeftArm,20,furia-vs-natus-vincere-m3-mirage,de_mirage
524,302031,81.56692913385827,7.65611980440451e+16,electronic,NAVI,CT,-751.5662231445312,-1422.2867431640625,-167.96875,6.0,Bottom Stairs,78.06884765625,12.5299072265625,76561198064058958,junior,FURIA,T,-587.3321533203125,-693.7346801757812,-271.5776672363281,81,Mid Close Connector,177.0611572265625,349.69482421875,M4A4,23,23,0,0,LeftLeg,20,furia-vs-natus-vincere-m3-mirage,de_mirage
525,302043,81.66141732283465,7.65611980440451e+16,electronic,NAVI,CT,-751.5662231445312,-1422.2867431640625,-167.96875,6.0,Bottom Stairs,77.87109375,13.985595703125,76561198064058958,junior,FURIA,T,-587.3167114257812,-693.2986450195312,-271.61114501953125,81,Mid Close Connector,179.110107421875,350.255126953125,M4A4,23,17,0,0,LeftLeg,20,furia-vs-natus-vincere-m3-mirage,de_mirage
526,307698,19.330708661417322,7.656119803420227e+16,s1mple,NAVI,CT,-808.3872680664062,-2259.84375,-177.6300506591797,24.0,Ticketbooth ,27.4383544921875,359.857177734375,76561197996370184,VINI,FURIA,T,-106.14824676513672,-1670.3399658203125,-167.96875,4,A Site,289.6710205078125,359.8681640625,HE Grenade,1,1,0,0,Generic,21,furia-vs-natus-vincere-m3-mirage,de_mirage
527,307766,19.866141732283463,7.656119803420227e+16,s1mple,NAVI,CT,-875.4143676757812,-2314.345947265625,-169.24977111816406,404.0,Ticketbooth ,30.157470703125,355.78125,76561197996370184,VINI,FURIA,T,-180.97801208496094,-1744.6756591796875,-167.96875,4,A Site,85.4461669921875,1.73583984375,HE Grenade,37,37,12,12,Generic,21,furia-vs-natus-vincere-m3-mirage,de_mirage
528,307819,20.283464566929133,7.65611980440451e+16,electronic,NAVI,CT,-1037.61962890625,-1338.7855224609375,-162.8113555908203,131.0,Deep Jungle,329.029541015625,355.9844970703125,76561197996370184,VINI,FURIA,T,-210.40745544433594,-1766.8255615234375,-167.96875,4,A Site,306.0626220703125,0.703125,HE Grenade,29,29,9,9,Generic,21,furia-vs-natus-vincere-m3-mirage,de_mirage
529,307819,20.283464566929133,7.65611980440451e+16,electronic,NAVI,CT,-1037.61962890625,-1338.7855224609375,-162.8113555908203,131.0,Deep Jungle,329.029541015625,355.9844970703125,76561198164970560,yuurih,FURIA,T,172.03292846679688,-1586.683349609375,-172.50025939941406,15,Close A Ramp,206.87255859375,1.483154296875,HE Grenade,3,3,1,1,Generic,21,furia-vs-natus-vincere-m3-mirage,de_mirage
530,307870,20.68503937007874,7.656119814620707e+16,Boombl4,NAVI,CT,96.92424774169922,-2033.3984375,-167.96875,47.0,Top Balcony,144.25048828125,1.4007568359375,76561197996370184,VINI,FURIA,T,-248.3617401123047,-1791.9837646484375,-167.96875,4,A Site,254.586181640625,0.7965087890625,AK-47,27,27,3,3,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
531,307883,20.787401574803148,7.656119814620707e+16,Boombl4,NAVI,CT,97.25777435302734,-2032.97412109375,-167.96875,47.0,Top Balcony,144.60205078125,1.593017578125,76561197996370184,VINI,FURIA,T,-254.99853515625,-1793.941650390625,-167.96875,4,A Site,304.486083984375,0.76904296875,AK-47,27,6,3,3,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
532,307934,21.188976377952756,7.656119814620707e+16,Boombl4,NAVI,CT,101.48001861572266,-2026.6123046875,-167.96875,509.0,Top Balcony,146.9915771484375,8.8330078125,76561198044045107,electronic,NAVI,CT,-1033.45751953125,-1316.262451171875,-162.18704223632812,131,Deep Jungle,320.3173828125,355.89111328125,AK-47,1,1,0,0,RightLeg,21,furia-vs-natus-vincere-m3-mirage,de_mirage
533,308567,26.173228346456693,7.656119814620707e+16,Boombl4,NAVI,CT,117.20860290527344,-2063.6044921875,-167.96875,509.0,Top Balcony,127.94677734375,1.241455078125,76561198164970560,yuurih,FURIA,T,-117.16393280029297,-1814.6005859375,-167.96875,4,A Site,318.8507080078125,1.86767578125,Smoke Grenade,1,1,0,0,Generic,21,furia-vs-natus-vincere-m3-mirage,de_mirage
534,308581,26.283464566929133,7.656119803420227e+16,s1mple,NAVI,CT,-898.280517578125,-2516.725830078125,-35.96875,291.0,Ticketbooth ,52.987060546875,3.2904052734375,76561198064058958,junior,FURIA,T,-84.38533020019531,-1418.000244140625,-84.62560272216797,1735,Tetris,183.9385986328125,12.4420166015625,AWP,109,100,1,1,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
535,308656,26.874015748031496,7.656119814620707e+16,Boombl4,NAVI,CT,98.3389663696289,-2044.8912353515625,-167.96875,47.0,Top Balcony,153.116455078125,9.3768310546875,76561198164970560,yuurih,FURIA,T,-198.39707946777344,-1921.9765625,-167.96875,144,A Site,334.9127197265625,2.96630859375,AK-47,27,27,3,3,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
536,308680,27.062992125984252,7.656119816497056e+16,yuurih,FURIA,T,-200.94078063964844,-1927.062744140625,-167.96875,144.0,A Site,337.7142333984375,3.18603515625,76561198146207066,Boombl4,NAVI,CT,98.587890625,-2044.1087646484375,-167.96875,47,Top Balcony,159.36767578125,11.3214111328125,Tec-9,32,32,1,1,Stomach,21,furia-vs-natus-vincere-m3-mirage,de_mirage
537,308694,27.173228346456693,7.656119814620707e+16,Boombl4,NAVI,CT,100.47282409667969,-2039.0872802734375,-167.96875,509.0,Top Balcony,159.36767578125,12.755126953125,76561198164970560,yuurih,FURIA,T,-202.37161254882812,-1930.5233154296875,-167.96875,144,A Site,339.312744140625,3.18603515625,AK-47,27,27,3,3,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
538,308696,27.188976377952756,7.656119816497056e+16,yuurih,FURIA,T,-202.53138732910156,-1930.923095703125,-167.96875,144.0,A Site,339.4775390625,3.240966796875,76561198146207066,Boombl4,NAVI,CT,100.60335540771484,-2038.739501953125,-167.96875,509,Top Balcony,159.400634765625,12.755126953125,Tec-9,25,25,1,1,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
539,308707,27.275590551181104,7.656119814620707e+16,Boombl4,NAVI,CT,100.5796890258789,-2038.805419921875,-167.96875,509.0,Top Balcony,160.2630615234375,12.469482421875,76561198164970560,yuurih,FURIA,T,-203.12164306640625,-1932.4678955078125,-167.96875,144,A Site,340.46630859375,3.2958984375,AK-47,27,27,3,3,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
540,308711,27.30708661417323,7.656119816497056e+16,yuurih,FURIA,T,-203.402099609375,-1933.24072265625,-167.96875,144.0,A Site,341.070556640625,3.515625,76561198146207066,Boombl4,NAVI,CT,100.48626708984375,-2039.07373046875,-167.96875,509,Top Balcony,161.2518310546875,12.0245361328125,Tec-9,25,25,1,1,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
541,308720,27.37795275590551,7.656119814620707e+16,Boombl4,NAVI,CT,100.26676940917969,-2039.748291015625,-167.96875,509.0,Top Balcony,162.6251220703125,11.546630859375,76561198164970560,yuurih,FURIA,T,-203.83238220214844,-1934.4886474609375,-167.96875,144,A Site,342.6690673828125,4.119873046875,AK-47,27,15,3,3,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
542,308851,28.409448818897637,7.65611980440451e+16,electronic,NAVI,CT,-1077.7008056640625,-1368.8858642578125,-168.39622497558594,131.0,Deep Jungle,323.61328125,355.4022216796875,76561198058500492,KSCERATO,FURIA,T,82.68191528320312,-2228.990478515625,-39.96875,201,T Palace Stairs Peek,142.998046875,5.2349853515625,AK-47,26,26,3,3,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
543,308864,28.511811023622048,7.65611980440451e+16,electronic,NAVI,CT,-1076.3487548828125,-1367.0162353515625,-168.29481506347656,131.0,Deep Jungle,323.272705078125,355.5010986328125,76561198058500492,KSCERATO,FURIA,T,81.12933349609375,-2231.026611328125,-39.96875,201,T Palace Stairs Peek,142.6409912109375,5.4656982421875,AK-47,32,32,4,4,Stomach,21,furia-vs-natus-vincere-m3-mirage,de_mirage
544,308877,28.614173228346456,7.65611980440451e+16,electronic,NAVI,CT,-1075.2894287109375,-1365.58642578125,-168.22491455078125,131.0,Deep Jungle,323.031005859375,355.89111328125,76561198058500492,KSCERATO,FURIA,T,77.62931060791016,-2235.618896484375,-39.96875,201,T Palace Stairs Peek,142.7618408203125,5.4656982421875,AK-47,26,26,3,3,Chest,21,furia-vs-natus-vincere-m3-mirage,de_mirage
545,308909,28.866141732283463,7.65611980585005e+16,KSCERATO,FURIA,T,78.1280746459961,-2234.976806640625,-39.96875,201.0,T Palace Stairs Peek,142.822265625,5.701904296875,76561198044045107,electronic,NAVI,CT,-1076.9554443359375,-1367.80419921875,-168.34030151367188,131,Deep Jungle,322.93212890625,0.0933837890625,Desert Eagle,39,39,1,1,Stomach,21,furia-vs-natus-vincere-m3-mirage,de_mirage
