,Tick,Second,AttackerSteamId,AttackerName,AttackerTeam,AttackerSide,AttackerX,AttackerY,AttackerZ,AttackerAreaId,AttackerAreaName,AttackerViewX,AttackerViewY,VictimSteamId,VictimName,VictimTeam,VictimSide,VictimX,VictimY,VictimZ,VictimAreaId,VictimAreaName,VictimViewX,VictimViewY,Weapon,HpDamage,HpDamageTaken,ArmorDamage,ArmorDamageTaken,HitGroup,RoundNum,MatchId,MapName
2835,194657,56.703125,7.65611979973512e+16,rain,FaZe Clan,T,167.95135498046875,-1529.7110595703125,-175.96875,15.0,Close A Ramp,260.716552734375,0.1318359375,76561198093386355,Bymas,mousesports,CT,-73.7763442993164,-1946.3759765625,-167.96875,460,A Site,78.6236572265625,10.7391357421875,Molotov,3,3,0,0,Generic,10,mousesports-vs-faze-m1-mirage,de_mirage
2836,194683,56.90625,7.65611979973512e+16,rain,FaZe Clan,T,167.95135498046875,-1529.7110595703125,-175.96875,15.0,Close A Ramp,260.716552734375,0.1702880859375,76561198093386355,Bymas,mousesports,CT,-85.16358947753906,-1934.125732421875,-167.96875,460,A Site,69.9609375,9.547119140625,Molotov,4,4,0,0,Generic,10,mousesports-vs-faze-m1-mirage,de_mirage
2837,194708,57.1015625,7.65611979973512e+16,rain,FaZe Clan,T,167.95135498046875,-1529.7110595703125,-175.96875,15.0,Close A Ramp,260.716552734375,0.1702880859375,76561198093386355,Bymas,mousesports,CT,-85.27638244628906,-1899.2684326171875,-167.96875,4,A Site,69.9609375,9.547119140625,Molotov,4,4,0,0,Generic,10,mousesports-vs-faze-m1-mirage,de_mirage
2838,194734,57.3046875,7.65611979973512e+16,rain,FaZe Clan,T,167.95135498046875,-1529.7110595703125,-175.96875,15.0,Close A Ramp,260.716552734375,0.1702880859375,76561198093386355,Bymas,mousesports,CT,-73.57504272460938,-1853.98291015625,-167.96875,4,A Site,44.1815185546875,10.1568603515625,Molotov,5,5,0,0,Generic,10,mousesports-vs-faze-m1-mirage,de_mirage
2839,200622,21.9375,7.656119809338635e+16,Bymas,mousesports,CT,167.99327087402344,-1551.0955810546875,-175.96875,15.0,Close A Ramp,348.9202880859375,17.3199462890625,76561197989430253,karrigan,FaZe Clan,T,469.2635498046875,-1608.557861328125,-246.60702514648438,32,A Ramp,174.7705078125,343.0206298828125,AK-47,142,100,0,0,Head,11,mousesports-vs-faze-m1-mirage,de_mirage
2840,201782,31.0,7.656119799127232e+16,ropz,mousesports,CT,-2320.92333984375,708.7476806640625,-39.96875,365.0,Top Van,359.197998046875,2.4554443359375,76561198016255205,Twistzz,FaZe Clan,T,-1102.990234375,692.5477905273438,-79.96875,42,Deep T Apps,179.0716552734375,0.54931640625,AWP,112,100,0,0,Chest,11,mousesports-vs-faze-m1-mirage,de_mirage
2841,205153,57.3359375,7.656119809338635e+16,Bymas,mousesports,CT,-48.72884750366211,-1477.2261962890625,-167.96875,1744.0,Tetris,350.760498046875,11.5576171875,76561198039986599,coldzera,FaZe Clan,T,625.9036254882812,-1594.203125,-263.96875,19,T Spawn A Ramp,170.0299072265625,351.0955810546875,AK-47,43,43,0,0,Stomach,11,mousesports-vs-faze-m1-mirage,de_mirage
2842,205166,57.4375,7.656119809338635e+16,Bymas,mousesports,CT,-48.751609802246094,-1477.368896484375,-167.96875,1744.0,Tetris,349.9420166015625,12.9913330078125,76561198039986599,coldzera,FaZe Clan,T,626.0123291015625,-1593.5966796875,-263.96875,19,T Spawn A Ramp,170.2935791015625,351.5350341796875,AK-47,35,35,0,0,Chest,11,mousesports-vs-faze-m1-mirage,de_mirage
2843,205179,57.5390625,7.656119809338635e+16,Bymas,mousesports,CT,-48.751609802246094,-1477.368896484375,-167.96875,1744.0,Tetris,349.8431396484375,14.3536376953125,76561198039986599,coldzera,FaZe Clan,T,626.1937255859375,-1592.4638671875,-263.96875,19,T Spawn A Ramp,171.024169921875,352.0184326171875,AK-47,35,22,0,0,Chest,11,mousesports-vs-faze-m1-mirage,de_mirage
2844,207259,73.7890625,7.656119799127232e+16,ropz,mousesports,CT,-2054.0498046875,624.3362426757812,-168.60659790039062,51.0,Left Side Platform,3.131103515625,340.9222412109375,76561198201620490,broky,FaZe Clan,T,-1880.687255859375,732.8720703125,-47.96875,359,CT Side Apps,172.06787109375,14.1668701171875,Incendiary Grenade,1,1,0,0,Generic,11,mousesports-vs-faze-m1-mirage,de_mirage
2845,207271,73.8828125,7.656119806842277e+16,frozen,mousesports,CT,-1433.538330078125,419.78826904296875,-167.96875,25.0,Arch,145.535888671875,347.640380859375,76561198201620490,broky,FaZe Clan,T,-1894.7650146484375,741.7090454101562,-47.96875,359,CT Side Apps,174.9517822265625,15.380859375,AK-47,140,99,0,0,Head,11,mousesports-vs-faze-m1-mirage,de_mirage
2846,207305,74.1484375,7.656119806842277e+16,frozen,mousesports,CT,-1433.5802001953125,419.824951171875,-167.96875,25.0,Arch,145.799560546875,349.749755859375,76561197997351207,rain,FaZe Clan,T,-1574.0535888671875,801.3856811523438,-47.96875,1866,Apartments Right CT Corner,252.59765625,5.8721923828125,HE Grenade,72,72,0,0,Generic,11,mousesports-vs-faze-m1-mirage,de_mirage
2847,207310,74.1875,7.656119799127232e+16,ropz,mousesports,CT,-2069.28662109375,615.0589599609375,-165.73374938964844,51.0,Left Side Platform,44.05517578125,341.2738037109375,76561197991272318,ropz,mousesports,CT,-2069.28662109375,615.0589599609375,-165.73374938964844,51,Left Side Platform,44.05517578125,341.2738037109375,Incendiary Grenade,3,3,0,0,Generic,11,mousesports-vs-faze-m1-mirage,de_mirage
2848,207336,74.390625,7.656119799127232e+16,ropz,mousesports,CT,-2101.9375,605.1685791015625,-158.16270446777344,203.0,Underneath B apps plat,68.9776611328125,339.67529296875,76561197991272318,ropz,mousesports,CT,-2101.9375,605.1685791015625,-158.16270446777344,203,Underneath B apps plat,68.9776611328125,339.67529296875,Incendiary Grenade,4,4,0,0,Generic,11,mousesports-vs-faze-m1-mirage,de_mirage
2849,207361,74.5859375,7.656119799127232e+16,ropz,mousesports,CT,-2141.839111328125,614.6043090820312,-150.61685180664062,203.0,Underneath B apps plat,53.4429931640625,339.5599365234375,76561197991272318,ropz,mousesports,CT,-2141.839111328125,614.6043090820312,-150.61685180664062,203,Underneath B apps plat,53.4429931640625,339.5599365234375,Incendiary Grenade,4,4,0,0,Generic,11,mousesports-vs-faze-m1-mirage,de_mirage
2850,207387,74.7890625,7.656119799127232e+16,ropz,mousesports,CT,-2163.50048828125,648.6939086914062,-139.03489685058594,163.0,Underneath B apps plat,24.312744140625,341.114501953125,76561197991272318,ropz,mousesports,CT,-2163.50048828125,648.6939086914062,-139.03489685058594,163,Underneath B apps plat,24.312744140625,341.114501953125,Incendiary Grenade,5,5,0,0,Generic,11,mousesports-vs-faze-m1-mirage,de_mirage
2851,207396,74.859375,7.656119806180125e+16,dexter,mousesports,CT,-1876.638427734375,-203.4452362060547,-167.54075622558594,11.0,Back Left B Site From T's' Perspective,72.9327392578125,354.04541015625,76561197997351207,rain,FaZe Clan,T,-1571.9415283203125,802.26708984375,-47.96875,1866,Apartments Right CT Corner,253.4490966796875,5.4327392578125,M4A4,123,28,0,0,Head,11,mousesports-vs-faze-m1-mirage,de_mirage
2852,212320,13.453125,7.656119806180125e+16,dexter,mousesports,CT,-2127.150390625,598.3677978515625,-154.7183837890625,203.0,Underneath B apps plat,11.4862060546875,1.658935546875,76561198201620490,broky,FaZe Clan,T,-1049.2867431640625,575.127685546875,-79.96875,31,Deep T Apps,307.3150634765625,23.0438232421875,Incendiary Grenade,1,1,0,0,Generic,12,mousesports-vs-faze-m1-mirage,de_mirage
2853,212345,13.6484375,7.656119806180125e+16,dexter,mousesports,CT,-2118.11279296875,553.5863037109375,-159.8528289794922,203.0,Underneath B apps plat,11.744384765625,0.087890625,76561198201620490,broky,FaZe Clan,T,-1027.6644287109375,568.3844604492188,-79.96875,31,Deep T Apps,6.3720703125,16.4849853515625,Incendiary Grenade,2,2,0,0,Generic,12,mousesports-vs-faze-m1-mirage,de_mirage
2854,212371,13.8515625,7.656119806180125e+16,dexter,mousesports,CT,-2108.82373046875,509.2635803222656,-167.96875,204.0,Back B Site Peeking Apps/Plat,14.4085693359375,358.3685302734375,76561198201620490,broky,FaZe Clan,T,-985.42333984375,570.1691284179688,-79.96875,247,Deep T Apps,6.3720703125,16.4849853515625,Incendiary Grenade,3,3,0,0,Generic,12,mousesports-vs-faze-m1-mirage,de_mirage
2855,218567,62.2578125,7.65611980162552e+16,Twistzz,FaZe Clan,T,-1006.6510009765625,-577.8687133789062,-287.96875,223.0,Underpass,162.53173828125,321.427001953125,76561198061801241,dexter,mousesports,CT,-1120.004150390625,-806.8553466796875,-167.96875,285,Snipers Nest,80.31005859375,7.3443603515625,HE Grenade,8,8,2,2,Generic,12,mousesports-vs-faze-m1-mirage,de_mirage
2856,218817,64.2109375,7.65611979973512e+16,rain,FaZe Clan,T,-537.4080810546875,-344.0430908203125,-167.96875,1467.0,Catwalk Connector Peek,207.8338623046875,358.96728515625,76561198061801241,dexter,mousesports,CT,-1174.3355712890625,-687.0192260742188,-167.96875,54,Snipers Nest,25.0213623046875,2.5103759765625,AK-47,108,92,15,15,Head,12,mousesports-vs-faze-m1-mirage,de_mirage
2857,220387,76.4765625,7.656119809338635e+16,Bymas,mousesports,CT,77.73889923095703,-2003.70751953125,-167.96875,47.0,Top Balcony,150.787353515625,1.329345703125,76561198016255205,Twistzz,FaZe Clan,T,-917.596923828125,-1448.0894775390625,-167.96875,38,Deep Jungle,331.2213134765625,0.50537109375,AK-47,33,33,4,4,Stomach,12,mousesports-vs-faze-m1-mirage,de_mirage
2858,220407,76.6328125,7.65611980162552e+16,Twistzz,FaZe Clan,T,-916.726806640625,-1446.51220703125,-167.96875,38.0,Deep Jungle,330.8477783203125,2.7685546875,76561198093386355,Bymas,mousesports,CT,78.1829605102539,-2002.91455078125,-167.96875,47,Top Balcony,151.029052734375,3.27392578125,AK-47,106,100,15,15,Head,12,mousesports-vs-faze-m1-mirage,de_mirage
2859,221282,83.46875,7.656119799127232e+16,ropz,mousesports,CT,303.9644775390625,-1566.5858154296875,-175.96875,2554.0,A Ramp,195.5731201171875,356.077880859375,76561198016255205,Twistzz,FaZe Clan,T,-815.079833984375,-1886.499267578125,-116.89692687988281,1101,Bench Closer To Jungle,271.3458251953125,6.976318359375,AWP,109,67,1,1,Chest,12,mousesports-vs-faze-m1-mirage,de_mirage
2860,222114,89.96875,7.65611982016205e+16,broky,FaZe Clan,T,-434.9896240234375,-1549.9493408203125,-39.96875,141.0,Top STairs,355.704345703125,12.50244140625,76561197991272318,ropz,mousesports,CT,628.4020385742188,-1641.0628662109375,-263.96875,153,T Spawn A Ramp,173.69384765625,348.7664794921875,AWP,109,100,1,1,RightArm,12,mousesports-vs-faze-m1-mirage,de_mirage
2861,223380,99.859375,7.65611979973512e+16,rain,FaZe Clan,T,-1136.5687255859375,-367.1062927246094,-55.96875,284.0,Right Side Snipers Nest,263.309326171875,9.569091796875,76561198068422762,frozen,mousesports,CT,-1201.5433349609375,-965.8124389648438,-167.96875,130,Murder Hole,89.879150390625,359.82421875,AK-47,74,74,10,10,Head,12,mousesports-vs-faze-m1-mirage,de_mirage
2862,223393,99.9609375,7.65611979973512e+16,rain,FaZe Clan,T,-1136.5687255859375,-367.1062927246094,-55.96875,284.0,Right Side Snipers Nest,263.9739990234375,11.3433837890625,76561198068422762,frozen,mousesports,CT,-1198.1971435546875,-965.0123901367188,-167.96875,130,Murder Hole,91.7742919921875,359.8681640625,AK-47,34,26,4,4,Stomach,12,mousesports-vs-faze-m1-mirage,de_mirage
2863,224783,110.8203125,,,,,,,,,,,,76561197997351207,rain,FaZe Clan,T,-1069.96875,-513.00048828125,-261.521484375,1318,Connector,93.0596923828125,31.190185546875,World,1,1,0,0,Generic,12,mousesports-vs-faze-m1-mirage,de_mirage
2864,227191,129.6328125,7.656119800294277e+16,acoR,mousesports,CT,-1115.0142822265625,604.9441528320312,-79.96875,31.0,Deep T Apps,0.142822265625,1.878662109375,76561197997351207,rain,FaZe Clan,T,-762.13134765625,610.0760498046875,-80.74529266357422,2437,T Deep Apps Underpass/Apps Peek,200.7586669921875,0.5877685546875,AWP,111,99,1,1,Chest,12,mousesports-vs-faze-m1-mirage,de_mirage
2865,227713,133.7109375,7.65611982016205e+16,broky,FaZe Clan,T,-1993.1549072265625,-595.4383544921875,-167.96875,9.0,Market Window Peek,72.18017578125,354.375,76561198002942763,acoR,mousesports,CT,-1539.816650390625,814.9712524414062,-16.30585479736328,1870,Apartments Right CT Corner,326.18408203125,15.3533935546875,AWP,41,41,0,0,Chest,12,mousesports-vs-faze-m1-mirage,de_mirage
2866,228753,141.8359375,,,,,,,,,,,,76561197989430253,karrigan,FaZe Clan,T,1260.1082763671875,-1416.031982421875,-167.96875,265,PalaceInterior,168.980712890625,4.8834228515625,C4,4,4,2,2,Generic,12,mousesports-vs-faze-m1-mirage,de_mirage
2867,228753,141.8359375,,,,,,,,,,,,76561198201620490,broky,FaZe Clan,T,-2002.2320556640625,-2015.670654296875,-293.43426513671875,390,BarnRoof,264.3914794921875,8.536376953125,C4,2,2,1,1,Generic,12,mousesports-vs-faze-m1-mirage,de_mirage
2868,233216,9.8671875,7.65611979973512e+16,rain,FaZe Clan,T,375.34027099609375,-557.6431884765625,-131.79791259765625,345.0,Behind Big Boxes,191.7169189453125,6.910400390625,76561197991272318,ropz,mousesports,CT,-638.2376098632812,-1094.582763671875,-184.6736602783203,226,Top Connector,87.0281982421875,15.3369140625,Molotov,2,2,0,0,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2869,233242,10.0703125,7.65611979973512e+16,rain,FaZe Clan,T,395.4045104980469,-587.9806518554688,-166.51739501953125,345.0,Behind Big Boxes,181.95556640625,2.17529296875,76561197991272318,ropz,mousesports,CT,-638.2376098632812,-1094.582763671875,-184.6736602783203,226,Top Connector,87.264404296875,17.677001953125,Molotov,3,3,0,0,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2870,233741,13.96875,7.65611980162552e+16,Twistzz,FaZe Clan,T,-1471.96875,664.0094604492188,-47.96875,738.0,Deep T Apps,210.574951171875,4.06494140625,76561198061801241,dexter,mousesports,CT,-2127.099365234375,824.793701171875,-123.19842529296875,371,Underneath B apps plat,328.8922119140625,11.282958984375,Molotov,1,1,0,0,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2871,233766,14.1640625,7.65611980162552e+16,Twistzz,FaZe Clan,T,-1471.9898681640625,664.0094604492188,-47.96875,738.0,Deep T Apps,174.7210693359375,3.922119140625,76561198061801241,dexter,mousesports,CT,-2120.628173828125,799.5783081054688,-126.88028717041016,371,Underneath B apps plat,285.5731201171875,13.963623046875,Molotov,2,2,0,0,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2872,233792,14.3671875,7.65611979973512e+16,rain,FaZe Clan,T,463.4503479003906,-466.71173095703125,-159.9817657470703,151.0,Top Mid Boxes Left Side Peek,195.9246826171875,5.20751953125,76561197991272318,ropz,mousesports,CT,-644.974365234375,-997.48974609375,-215.96875,225,Bottom Connector,45.9063720703125,7.2015380859375,HE Grenade,21,21,7,7,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2873,233792,14.3671875,7.65611980162552e+16,Twistzz,FaZe Clan,T,-1471.9898681640625,664.0094604492188,-47.96875,738.0,Deep T Apps,174.5343017578125,4.0155029296875,76561198061801241,dexter,mousesports,CT,-2123.555419921875,761.7190551757812,-128.26290893554688,2468,Underneath B apps plat,277.152099609375,15.8587646484375,Molotov,3,3,0,0,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2874,233818,14.5703125,7.65611980162552e+16,Twistzz,FaZe Clan,T,-1471.99560546875,664.0094604492188,-47.96875,738.0,Deep T Apps,171.3922119140625,3.834228515625,76561198061801241,dexter,mousesports,CT,-2121.53369140625,715.6582641601562,-132.96055603027344,2468,Underneath B apps plat,272.098388671875,15.0457763671875,Molotov,4,4,0,0,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2875,233843,14.765625,7.65611980162552e+16,Twistzz,FaZe Clan,T,-1471.99560546875,664.0094604492188,-47.96875,738.0,Deep T Apps,171.3922119140625,3.834228515625,76561198061801241,dexter,mousesports,CT,-2124.69580078125,668.0647583007812,-141.4427947998047,2467,Underneath B apps plat,300.7562255859375,10.5633544921875,Molotov,4,4,0,0,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2876,234336,18.6171875,7.656119806180125e+16,dexter,mousesports,CT,-2068.35400390625,496.22430419921875,-166.0238494873047,51.0,Left Side Platform,20.401611328125,352.5018310546875,76561198016255205,Twistzz,FaZe Clan,T,-1471.9864501953125,664.0501098632812,-47.96875,738,Deep T Apps,213.4423828125,7.5750732421875,HE Grenade,46,46,15,15,Generic,13,mousesports-vs-faze-m1-mirage,de_mirage
2877,240864,69.6171875,7.656119798943026e+16,karrigan,FaZe Clan,T,-1642.713623046875,827.9204711914062,-47.96875,20.0,CT Side Apps,200.599365234375,4.3560791015625,76561198061801241,dexter,mousesports,CT,-2054.78076171875,669.178955078125,-43.96875,48,Left Side Platform,16.842041015625,2.61474609375,AK-47,34,34,4,4,Stomach,13,mousesports-vs-faze-m1-mirage,de_mirage
2878,240877,69.71875,7.656119798943026e+16,karrigan,FaZe Clan,T,-1643.8897705078125,825.7684936523438,-47.96875,20.0,CT Side Apps,201.829833984375,2.109375,76561198061801241,dexter,mousesports,CT,-2054.218017578125,675.1926879882812,-44.765953063964844,48,Left Side Platform,16.98486328125,2.5543212890625,AK-47,27,27,3,3,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2879,240890,69.8203125,7.656119798943026e+16,karrigan,FaZe Clan,T,-1644.00048828125,825.3778686523438,-47.96875,20.0,CT Side Apps,201.697998046875,2.1533203125,76561198061801241,dexter,mousesports,CT,-2055.213623046875,680.1669921875,-46.00953674316406,48,Left Side Platform,17.6934814453125,1.99951171875,AK-47,27,25,3,3,RightArm,13,mousesports-vs-faze-m1-mirage,de_mirage
2880,241382,73.6640625,7.656119806842277e+16,frozen,mousesports,CT,-765.0442504882812,93.45889282226562,-166.69998168945312,181.0,Catwalk T Aparments Peek,155.0335693359375,356.748046875,76561197989430253,karrigan,FaZe Clan,T,-1979.7965087890625,674.3692016601562,-44.560081481933594,48,Left Side Platform,335.2423095703125,6.6851806640625,M4A4,22,22,0,0,RightLeg,13,mousesports-vs-faze-m1-mirage,de_mirage
2881,241508,74.6484375,7.656119798943026e+16,karrigan,FaZe Clan,T,-1984.5372314453125,662.55322265625,-43.96875,48.0,Left Side Platform,335.2423095703125,6.8170166015625,76561198068422762,frozen,mousesports,CT,-770.6784057617188,102.37630462646484,-169.92710876464844,61,CT Deep Catwalk Mid peek,154.9896240234375,355.2044677734375,AK-47,33,33,4,4,Stomach,13,mousesports-vs-faze-m1-mirage,de_mirage
2882,241643,75.703125,7.656119806842277e+16,frozen,mousesports,CT,-773.5337524414062,95.96179962158203,-167.9459686279297,181.0,Catwalk T Aparments Peek,154.5941162109375,355.4241943359375,76561197989430253,karrigan,FaZe Clan,T,-1987.1571044921875,653.432373046875,-43.96875,48,Left Side Platform,335.6378173828125,6.0260009765625,M4A4,21,21,4,4,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2883,241653,75.78125,7.656119798943026e+16,karrigan,FaZe Clan,T,-1986.830810546875,654.1558837890625,-43.96875,48.0,Left Side Platform,335.7257080078125,6.5093994140625,76561198068422762,frozen,mousesports,CT,-773.5337524414062,95.96179962158203,-167.9459686279297,181,Catwalk T Aparments Peek,155.2093505859375,355.4241943359375,AK-47,26,26,3,3,RightArm,13,mousesports-vs-faze-m1-mirage,de_mirage
2884,241666,75.8828125,7.656119806842277e+16,frozen,mousesports,CT,-773.47802734375,96.08256530761719,-168.00634765625,181.0,Catwalk T Aparments Peek,155.1214599609375,356.6162109375,76561197989430253,karrigan,FaZe Clan,T,-1987.666748046875,652.303955078125,-43.96875,48,Left Side Platform,335.6817626953125,7.7398681640625,M4A4,21,21,4,4,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2885,241672,75.9296875,7.65611979973512e+16,rain,FaZe Clan,T,-897.9548950195312,-96.3905029296875,-167.96875,35.0,Deep Catwalk,57.6397705078125,1.2908935546875,76561198068422762,frozen,mousesports,CT,-773.354736328125,96.34923553466797,-168.1396942138672,181,Catwalk T Aparments Peek,155.3411865234375,357.36328125,AK-47,26,26,0,0,RightLeg,13,mousesports-vs-faze-m1-mirage,de_mirage
2886,241678,75.9765625,7.656119806842277e+16,frozen,mousesports,CT,-773.1853637695312,96.71930694580078,-168.32472229003906,181.0,Catwalk T Aparments Peek,155.4730224609375,357.802734375,76561197989430253,karrigan,FaZe Clan,T,-1987.407958984375,652.8731689453125,-43.96875,48,Left Side Platform,335.5059814453125,8.843994140625,M4A4,21,21,4,4,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2887,241689,76.0625,7.656119806842277e+16,frozen,mousesports,CT,-772.7561645507812,97.6665267944336,-168.79833984375,181.0,Catwalk T Aparments Peek,156.0443115234375,358.2861328125,76561197989430253,karrigan,FaZe Clan,T,-1987.0018310546875,653.7550048828125,-43.96875,48,Left Side Platform,335.1104736328125,9.986572265625,M4A4,85,15,18,18,Head,13,mousesports-vs-faze-m1-mirage,de_mirage
2888,241770,76.6953125,7.656119806842277e+16,frozen,mousesports,CT,-765.7735595703125,116.70321655273438,-171.0775604248047,61.0,CT Deep Catwalk Mid peek,248.9776611328125,8.3111572265625,76561197997351207,rain,FaZe Clan,T,-841.10302734375,-101.02371978759766,-168.96316528320312,35,Deep Catwalk,71.982421875,10.6787109375,M4A4,91,91,19,19,Head,13,mousesports-vs-faze-m1-mirage,de_mirage
2889,241781,76.78125,7.656119806842277e+16,frozen,mousesports,CT,-762.3275146484375,125.3874740600586,-171.9987030029297,61.0,CT Deep Catwalk Mid peek,249.3731689453125,10.777587890625,76561197997351207,rain,FaZe Clan,T,-838.8064575195312,-101.7955322265625,-169.13426208496094,35,Deep Catwalk,71.356201171875,10.7501220703125,M4A4,22,9,4,4,LeftArm,13,mousesports-vs-faze-m1-mirage,de_mirage
2890,242149,79.65625,7.65611980399866e+16,coldzera,FaZe Clan,T,145.1546630859375,-2360.947998046875,-39.96875,155.0,T Palace Stairs Peek,116.6748046875,7.8387451171875,76561198093386355,Bymas,mousesports,CT,-289.68634033203125,-1507.265380859375,-164.2429656982422,143,Sandwhich,297.2515869140625,352.672119140625,AK-47,26,26,3,3,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2891,242175,79.859375,7.656119809338635e+16,Bymas,mousesports,CT,-288.2013244628906,-1506.76171875,-164.1987762451172,143.0,Sandwhich,296.8450927734375,353.4906005859375,76561198039986599,coldzera,FaZe Clan,T,148.45359802246094,-2359.185302734375,-39.96875,155,T Palace Stairs Peek,117.6690673828125,8.63525390625,M4A4,14,14,3,3,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2892,242244,80.3984375,7.656119809338635e+16,Bymas,mousesports,CT,-293.49127197265625,-1514.435302734375,-164.8382568359375,143.0,Sandwhich,295.6475830078125,359.560546875,76561198039986599,coldzera,FaZe Clan,T,157.58912658691406,-2354.4228515625,-39.96875,155,T Palace Stairs Peek,118.6578369140625,9.4097900390625,M4A4,11,11,2,2,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2893,242434,81.8828125,7.656119809338635e+16,Bymas,mousesports,CT,-337.6189880371094,-1579.88134765625,-167.96875,143.0,Sandwhich,301.036376953125,353.07861328125,76561198039986599,coldzera,FaZe Clan,T,116.56912994384766,-2358.3212890625,-39.96875,155,T Palace Stairs Peek,119.2181396484375,9.1680908203125,M4A4,21,21,4,4,RightArm,13,mousesports-vs-faze-m1-mirage,de_mirage
2894,242435,81.890625,7.65611980399866e+16,coldzera,FaZe Clan,T,116.56912994384766,-2358.3212890625,-39.96875,155.0,T Palace Stairs Peek,119.168701171875,9.2889404296875,76561198093386355,Bymas,mousesports,CT,-338.0138244628906,-1580.12744140625,-167.96875,143,Sandwhich,300.9320068359375,353.07861328125,AK-47,26,26,3,3,LeftArm,13,mousesports-vs-faze-m1-mirage,de_mirage
2895,242457,82.0625,7.656119809338635e+16,Bymas,mousesports,CT,-338.8170471191406,-1580.667236328125,-167.96875,143.0,Sandwhich,300.0146484375,354.30908203125,76561198039986599,coldzera,FaZe Clan,T,122.32947540283203,-2355.112060546875,-39.96875,155,T Palace Stairs Peek,120.5255126953125,10.3765869140625,M4A4,21,21,4,4,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2896,242461,82.09375,7.65611980399866e+16,coldzera,FaZe Clan,T,123.20854949951172,-2354.6142578125,-39.96875,155.0,T Palace Stairs Peek,120.9100341796875,11.1785888671875,76561198093386355,Bymas,mousesports,CT,-338.62646484375,-1580.555419921875,-167.96875,143,Sandwhich,300.8001708984375,354.8858642578125,AK-47,26,26,3,3,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2897,242575,82.984375,7.65611980399866e+16,coldzera,FaZe Clan,T,131.5225830078125,-2349.67919921875,-39.96875,155.0,T Palace Stairs Peek,123.3050537109375,19.5501708984375,76561198093386355,Bymas,mousesports,CT,-310.2250061035156,-1564.9974365234375,-167.96875,143,Sandwhich,298.2733154296875,354.342041015625,AK-47,26,22,3,3,RightArm,13,mousesports-vs-faze-m1-mirage,de_mirage
2898,242811,84.828125,7.65611980162552e+16,Twistzz,FaZe Clan,T,-736.6473388671875,-2072.943603515625,-179.96875,292.0,Triple Box,85.8746337890625,359.725341796875,76561198068422762,frozen,mousesports,CT,-608.665771484375,-403.6173400878906,-168.52383422851562,86,Catwalk Connector Peek,265.9185791015625,1.4501953125,AK-47,104,15,15,15,Head,13,mousesports-vs-faze-m1-mirage,de_mirage
2899,243121,87.25,7.656119799127232e+16,ropz,mousesports,CT,-608.6702880859375,-910.7496948242188,-228.59017944335938,134.0,Bottom Connector,255.4486083984375,355.836181640625,76561198201620490,broky,FaZe Clan,T,-772.818603515625,-1603.3994140625,-167.96875,397,A Site Exposed to Stairs Connector Cat,76.168212890625,4.295654296875,M4A4,22,22,4,4,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2900,243144,87.4296875,7.656119799127232e+16,ropz,mousesports,CT,-613.192138671875,-909.7069702148438,-229.11155700683594,134.0,Bottom Connector,257.0416259765625,355.7977294921875,76561198201620490,broky,FaZe Clan,T,-772.7723999023438,-1608.5489501953125,-167.96875,397,A Site Exposed to Stairs Connector Cat,77.1075439453125,5.60302734375,M4A4,22,22,4,4,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2901,243156,87.5234375,7.656119799127232e+16,ropz,mousesports,CT,-617.61376953125,-908.6897583007812,-229.6201934814453,134.0,Bottom Connector,257.2393798828125,356.4569091796875,76561198201620490,broky,FaZe Clan,T,-773.6483154296875,-1608.3497314453125,-167.96875,397,A Site Exposed to Stairs Connector Cat,76.88232421875,5.9930419921875,M4A4,22,22,4,4,Chest,13,mousesports-vs-faze-m1-mirage,de_mirage
2902,243160,87.5546875,7.65611982016205e+16,broky,FaZe Clan,T,-773.4696655273438,-1608.3907470703125,-167.96875,397.0,A Site Exposed to Stairs Connector Cat,77.332763671875,6.1029052734375,76561197991272318,ropz,mousesports,CT,-619.1861572265625,-908.330078125,-229.79998779296875,134,Bottom Connector,257.27783203125,356.5777587890625,AWP,453,74,0,0,Head,13,mousesports-vs-faze-m1-mirage,de_mirage
