,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
83,Catwalk T Aparments Peek,Stavn,0,2,-2,0,122,-122,T,358
84,Right Side Connector,Stavn,2,3,-1,200,388,-188,CT,358
85,Right Side Connector,Stavn,0,0,0,0,0,0,T,358
86,CT Outside Market,Stavn,2,1,1,200,100,100,CT,358
87,CT Outside Market,Stavn,1,0,1,100,0,100,T,358
88,Right Side Platform,Stavn,0,0,0,0,0,0,CT,358
89,Right Side Platform,Stavn,1,1,0,118,100,18,T,358
90,Leftside Connector,Stavn,6,2,4,538,357,181,CT,358
91,Leftside Connector,Stavn,0,0,0,0,0,0,T,358
92,Catwalk Plant B Site,Stavn,1,0,1,92,0,92,CT,358
93,Catwalk Plant B Site,Stavn,3,0,3,197,0,197,T,358
94,Under balcony,Stavn,1,0,1,92,6,86,CT,358
95,Under balcony,Stavn,0,1,-1,0,72,-72,T,358
96,Stairs Palace Peek,Stavn,0,1,-1,0,100,-100,CT,358
97,Stairs Palace Peek,Stavn,0,0,0,0,35,-35,T,358
98,Close Market door,Stavn,1,0,1,18,0,18,CT,358
99,Close Market door,Stavn,0,0,0,0,0,0,T,358
100,Firebox,Stavn,0,0,0,0,0,0,CT,358
101,Firebox,Stavn,1,1,0,127,50,77,T,358
102,Inside Market Doors,Stavn,1,2,-1,81,152,-71,CT,358
103,Inside Market Doors,Stavn,1,0,1,100,0,100,T,358
104,Middle Bench,Stavn,1,0,1,131,0,131,CT,358
105,Middle Bench,Stavn,0,1,-1,65,0,65,T,358
106,Back B Site Peeking Apps/Plat,Stavn,1,0,1,125,0,125,CT,358
107,Back B Site Peeking Apps/Plat,Stavn,1,1,0,188,100,88,T,358
108,Deep CT,Stavn,5,1,4,479,107,372,CT,358
109,Deep CT,Stavn,1,0,1,100,12,88,T,358
110,Back Right B Site from T's Perspective,Stavn,2,2,0,108,200,-92,CT,358
111,Back Right B Site from T's Perspective,Stavn,0,0,0,0,0,0,T,358
112,Top Van,Stavn,0,1,-1,0,100,-100,CT,358
113,Top Van,Stavn,0,1,-1,0,100,-100,T,358
114,Top Mid Catwalk,Stavn,0,0,0,0,0,0,CT,358
115,Top Mid Catwalk,Stavn,0,1,-1,118,100,18,T,358
116,Market Window Peek,Stavn,3,2,1,233,280,-47,CT,358
117,Market Window Peek,Stavn,1,0,1,100,0,100,T,358
118,CT Left Side,Stavn,1,2,-1,118,294,-176,CT,358
119,CT Left Side,Stavn,0,0,0,0,0,0,T,358
120,Ladder Room Catwalk Side,Stavn,1,1,0,100,100,0,CT,358
121,Ladder Room Catwalk Side,Stavn,0,0,0,0,0,0,T,358
122,CT Spawn,Stavn,0,1,-1,0,100,-100,CT,358
123,CT Spawn,Stavn,0,1,-1,26,100,-74,T,358
124,Right Side Snipers Nest,Stavn,0,1,-1,46,100,-54,CT,358
125,Right Side Snipers Nest,Stavn,1,0,1,100,0,100,T,358
126,Jungle Plant,Stavn,1,1,0,61,100,-39,CT,358
127,Jungle Plant,Stavn,0,0,0,0,0,0,T,358
128,Apartments Right CT Corner,Stavn,1,0,1,100,0,100,CT,358
129,Apartments Right CT Corner,Stavn,0,1,-1,19,102,-83,T,358
130,Semi Elevated CT Van,Stavn,0,0,0,0,0,0,CT,358
131,Semi Elevated CT Van,Stavn,0,0,0,0,0,0,T,358
132,T Spawn towards Apps,Stavn,0,0,0,0,0,0,CT,358
133,T Spawn towards Apps,Stavn,0,0,0,0,0,0,T,358
134,Balcony Boaxes,Stavn,0,0,0,58,0,58,CT,358
135,Balcony Boaxes,Stavn,0,0,0,0,0,0,T,358
136,Left Side corner deep jungle,Stavn,6,0,6,516,79,437,CT,358
137,Left Side corner deep jungle,Stavn,1,0,1,100,0,100,T,358
138,Bench Closer To Jungle,Stavn,0,0,0,0,0,0,CT,358
139,Bench Closer To Jungle,Stavn,0,0,0,0,0,0,T,358
140,Flowerpot CT,Stavn,0,0,0,0,0,0,CT,358
141,Flowerpot CT,Stavn,1,0,1,5,0,5,T,358
142,Underpass Peek from Snipers,Stavn,0,0,0,3,0,3,CT,358
143,Underpass Peek from Snipers,Stavn,1,1,0,100,120,-20,T,358
144,Top Mid Right Side,Stavn,0,0,0,0,0,0,CT,358
145,Top Mid Right Side,Stavn,1,0,1,68,0,68,T,358
146,T Spawn,Stavn,1,0,1,100,0,100,CT,358
147,T Spawn,Stavn,0,0,0,0,0,0,T,358
148,Safe Plant B Site,Stavn,0,0,0,40,0,40,CT,358
149,Safe Plant B Site,Stavn,0,0,0,0,0,0,T,358
150,EastForest,Stavn,0,0,0,0,0,0,CT,358
151,EastForest,Stavn,0,1,-1,0,100,-100,T,358
152,Ninja,Stavn,0,0,0,0,0,0,CT,358
153,Ninja,Stavn,0,0,0,0,0,0,T,358
154,Bottom Mid Ladder Room Peek,Stavn,1,0,1,100,0,100,CT,358
155,Bottom Mid Ladder Room Peek,Stavn,0,0,0,0,0,0,T,358
156,Register Market,Stavn,0,0,0,0,0,0,CT,358
157,Register Market,Stavn,0,0,0,0,0,0,T,358
158,Top Mid Boxes Left Side Peek,Stavn,1,0,1,100,0,100,CT,358
159,Top Mid Boxes Left Side Peek,Stavn,0,1,-1,45,100,-55,T,358
160,Bench Closer to Tribox,Stavn,0,0,0,0,0,0,CT,358
161,Bench Closer to Tribox,Stavn,0,0,0,0,0,0,T,358
162,BackCourtyard,Stavn,0,1,-1,0,100,-100,CT,358
163,BackCourtyard,Stavn,0,0,0,0,0,0,T,358
164,Top STairs,Stavn,1,0,1,6,0,6,CT,358
165,Top STairs,Stavn,3,0,3,300,86,214,T,358
166,T Deep apps,Stavn,0,1,-1,0,100,-100,CT,358
167,T Deep apps,Stavn,0,0,0,0,0,0,T,358
168,Under window B apps,Stavn,0,1,-1,0,100,-100,CT,358
169,Under window B apps,Stavn,0,0,0,9,0,9,T,358
170,CT Side Apps,Teses,1,1,0,100,214,-114,CT,358
171,CT Side Apps,Teses,3,3,0,362,556,-194,T,358
172,Mid Close Connector,Teses,1,1,0,190,199,-9,CT,358
173,Mid Close Connector,Teses,3,9,-6,463,852,-389,T,358
174,Bottom Stairs,Teses,6,4,2,413,296,117,CT,358
175,Bottom Stairs,Teses,1,4,-3,187,334,-147,T,358
176,Ticketbooth ,Teses,11,7,4,894,1006,-112,CT,358
177,Ticketbooth ,Teses,5,1,4,251,19,232,T,358
178,B Bombsite Cross to Catwalk,Teses,1,1,0,30,100,-70,CT,358
179,B Bombsite Cross to Catwalk,Teses,3,5,-2,447,643,-196,T,358
180,Left Side Platform,Teses,3,2,1,576,317,259,CT,358
181,Left Side Platform,Teses,2,6,-4,200,316,-116,T,358
182,Default A,Teses,2,4,-2,331,425,-94,CT,358
183,Default A,Teses,2,3,-1,88,281,-193,T,358
184,Deep Catwalk,Teses,7,4,3,672,427,245,CT,358
185,Deep Catwalk,Teses,5,2,3,511,363,148,T,358
186,A Site Exposed to Stairs Connector Cat,Teses,4,4,0,366,335,31,CT,358
187,A Site Exposed to Stairs Connector Cat,Teses,3,3,0,415,319,96,T,358
188,A Ramp,Teses,3,2,1,431,317,114,CT,358
189,A Ramp,Teses,3,2,1,214,273,-59,T,358
190,CT Catwalk,Teses,7,2,5,854,304,550,CT,358
191,CT Catwalk,Teses,3,5,-2,226,491,-265,T,358
192,Top Balcony,Teses,4,3,1,246,205,41,CT,358
193,Top Balcony,Teses,0,2,-2,101,339,-238,T,358
194,CT Deep Catwalk Mid peek,Teses,3,4,-1,272,472,-200,CT,358
195,CT Deep Catwalk Mid peek,Teses,2,2,0,226,226,0,T,358
196,Bottom Connector,Teses,0,2,-2,0,102,-102,CT,358
197,Bottom Connector,Teses,2,2,0,192,200,-8,T,358
198,A Site,Teses,4,2,2,217,157,60,CT,358
199,A Site,Teses,2,6,-4,122,681,-559,T,358
200,Close A Ramp,Teses,3,1,2,386,133,253,CT,358
201,Close A Ramp,Teses,1,6,-5,118,443,-325,T,358
202,Jungle Plant,Teses,1,2,-1,114,127,-13,CT,358
203,Jungle Plant,Teses,0,2,-2,0,66,-66,T,358
204,Bench,Teses,5,5,0,618,511,107,CT,358
205,Bench,Teses,0,1,-1,0,67,-67,T,358
206,Top Mid Left Side,Teses,0,1,-1,60,37,23,CT,358
207,Top Mid Left Side,Teses,5,5,0,640,811,-171,T,358
208,Triple Box,Teses,2,1,1,102,174,-72,CT,358
209,Triple Box,Teses,1,2,-1,101,164,-63,T,358
210,Catwalk Connector Peek,Teses,1,1,0,100,171,-71,CT,358
211,Catwalk Connector Peek,Teses,3,4,-1,335,472,-137,T,358
212,Deep Jungle,Teses,1,1,0,93,108,-15,CT,358
213,Deep Jungle,Teses,4,3,1,339,294,45,T,358
214,Top Mid,Teses,4,2,2,365,289,76,CT,358
215,Top Mid,Teses,2,0,2,226,23,203,T,358
216,Snipers Nest,Teses,1,1,0,182,229,-47,CT,358
217,Snipers Nest,Teses,0,1,-1,84,100,-16,T,358
218,Back B Site Peeking Apps/Plat,Teses,4,3,1,316,336,-20,CT,358
219,Back B Site Peeking Apps/Plat,Teses,2,1,1,200,99,101,T,358
220,Deep T Apps,Teses,2,3,-1,200,300,-100,CT,358
221,Deep T Apps,Teses,4,1,3,441,181,260,T,358
222,Arch,Teses,6,2,4,461,175,286,CT,358
223,Arch,Teses,1,1,0,92,79,13,T,358
224,CT Left Side,Teses,1,4,-3,30,292,-262,CT,358
225,CT Left Side,Teses,2,0,2,148,22,126,T,358
226,Deep CT,Teses,4,1,3,262,303,-41,CT,358
227,Deep CT,Teses,3,1,2,274,62,212,T,358
228,T Palace Stairs Peek,Teses,0,0,0,0,27,-27,CT,358
229,T Palace Stairs Peek,Teses,1,1,0,161,101,60,T,358
230,Ladder Room Catwalk Side,Teses,4,2,2,501,143,358,CT,358
231,Ladder Room Catwalk Side,Teses,2,0,2,192,20,172,T,358
232,T Spawn A Ramp,Teses,1,2,-1,191,197,-6,CT,358
233,T Spawn A Ramp,Teses,0,0,0,126,63,63,T,358
234,T Deep Apps Underpass/Apps Peek,Teses,1,0,1,130,73,57,CT,358
235,T Deep Apps Underpass/Apps Peek,Teses,0,2,-2,35,224,-189,T,358
236,market,Teses,0,1,-1,0,19,-19,CT,358
237,market,Teses,1,0,1,17,13,4,T,358
238,Catwalk T Aparments Peek,Teses,0,2,-2,75,156,-81,CT,358
239,Catwalk T Aparments Peek,Teses,3,2,1,377,108,269,T,358
240,Right Side Connector,Teses,3,1,2,120,100,20,CT,358
241,Right Side Connector,Teses,0,2,-2,0,200,-200,T,358
242,Underneath B apps plat,Teses,3,4,-1,497,407,90,CT,358
243,Underneath B apps plat,Teses,0,0,0,0,22,-22,T,358
244,Back Left B Site From T's' Perspective,Teses,5,4,1,658,447,211,CT,358
245,Back Left B Site From T's' Perspective,Teses,0,0,0,66,0,66,T,358
246,Deep T Spawn T Ramp,Teses,1,3,-2,235,213,22,CT,358
247,Deep T Spawn T Ramp,Teses,0,0,0,0,0,0,T,358
248,Close Market door,Teses,1,2,-1,127,200,-73,CT,358
249,Close Market door,Teses,1,1,0,90,87,3,T,358
250,Catwalk Plant B Site,Teses,0,1,-1,0,0,0,CT,358
251,Catwalk Plant B Site,Teses,0,2,-2,60,88,-28,T,358
252,Close Left CT A Ramp,Teses,0,1,-1,0,100,-100,CT,358
253,Close Left CT A Ramp,Teses,2,2,0,175,251,-76,T,358
254,Close Right Market Window,Teses,0,1,-1,58,100,-42,CT,358
255,Close Right Market Window,Teses,2,2,0,171,97,74,T,358
256,Top Mid towards Apps,Teses,0,1,-1,37,74,-37,CT,358
257,Top Mid towards Apps,Teses,1,0,1,145,1,144,T,358
258,Semi Elevated CT Van,Teses,5,3,2,482,245,237,CT,358
259,Semi Elevated CT Van,Teses,0,0,0,0,0,0,T,358
260,Apartments Right CT Corner,Teses,0,0,0,0,0,0,CT,358
261,Apartments Right CT Corner,Teses,1,1,0,73,100,-27,T,358
262,B site Market Plant,Teses,3,1,2,293,221,72,CT,358
263,B site Market Plant,Teses,1,0,1,100,0,100,T,358
264,T Deep apps,Teses,1,2,-1,100,127,-27,CT,358
265,T Deep apps,Teses,0,0,0,0,0,0,T,358
266,Ninja,Teses,1,3,-2,246,300,-54,CT,358
267,Ninja,Teses,0,0,0,65,28,37,T,358
268,Murder Hole,Teses,0,1,-1,31,100,-69,CT,358
269,Murder Hole,Teses,0,0,0,0,0,0,T,358
270,Right Side Platform,Teses,3,1,2,232,112,120,CT,358
271,Right Side Platform,Teses,0,0,0,0,0,0,T,358
272,Top Connector,Teses,0,0,0,5,0,5,CT,358
273,Top Connector,Teses,3,0,3,354,66,288,T,358
274,Firebox,Teses,0,0,0,0,0,0,CT,358
275,Firebox,Teses,1,0,1,22,19,3,T,358
276,Leftside Connector,Teses,1,0,1,100,0,100,CT,358
277,Leftside Connector,Teses,0,2,-2,103,210,-107,T,358
278,CT Spawn,Teses,0,1,-1,0,100,-100,CT,358
279,CT Spawn,Teses,0,0,0,0,0,0,T,358
280,Bottom Mid Boosting Snipers,Teses,0,0,0,0,0,0,CT,358
281,Bottom Mid Boosting Snipers,Teses,0,1,-1,39,0,39,T,358
282,T Spawn,Teses,1,0,1,100,0,100,CT,358
283,T Spawn,Teses,0,0,0,0,0,0,T,358
284,Snipers Palace Peek,Teses,1,0,1,24,20,4,CT,358
285,Snipers Palace Peek,Teses,0,1,-1,0,3,-3,T,358
286,Left Side corner deep jungle,Teses,0,1,-1,0,100,-100,CT,358
287,Left Side corner deep jungle,Teses,0,0,0,0,0,0,T,358
288,Top Mid Boxes Left Side Peek,Teses,0,0,0,68,0,68,CT,358
289,Top Mid Boxes Left Side Peek,Teses,1,1,0,52,94,-42,T,358
290,Sandwhich,Teses,0,0,0,0,0,0,CT,358
291,Sandwhich,Teses,0,0,0,14,0,14,T,358
292,Van Barrel Peek,Teses,0,1,-1,0,79,-79,CT,358
293,Van Barrel Peek,Teses,0,0,0,0,0,0,T,358
294,Stairs Palace Peek,Teses,0,0,0,88,38,50,CT,358
295,Stairs Palace Peek,Teses,0,0,0,0,100,-100,T,358
296,CT Outside Market,Teses,2,1,1,109,100,9,CT,358
297,CT Outside Market,Teses,0,0,0,0,0,0,T,358
298,Back Right B Site from T's Perspective,Teses,1,0,1,164,0,164,CT,358
299,Back Right B Site from T's Perspective,Teses,0,1,-1,0,87,-87,T,358
300,Tetris,Teses,2,1,1,175,67,108,CT,358
301,Tetris,Teses,1,0,1,93,95,-2,T,358
302,Under balcony,Teses,0,1,-1,44,222,-178,CT,358
303,Under balcony,Teses,0,0,0,0,12,-12,T,358
304,Inside Market Doors,Teses,0,1,-1,140,152,-12,CT,358
305,Inside Market Doors,Teses,1,0,1,100,0,100,T,358
306,Deep Palace,Teses,0,1,-1,44,73,-29,CT,358
307,Deep Palace,Teses,1,0,1,90,32,58,T,358
308,Connector behind box,Teses,0,1,-1,41,99,-58,CT,358
309,Connector behind box,Teses,2,0,2,205,88,117,T,358
310,Forest,Teses,0,0,0,44,7,37,CT,358
311,Forest,Teses,0,0,0,0,0,0,T,358
312,B Site Default Plant,Teses,0,0,0,20,0,20,CT,358
313,B Site Default Plant,Teses,0,0,0,0,0,0,T,358
314,Deep T Apps Underpass STairs,Teses,0,0,0,0,0,0,CT,358
315,Deep T Apps Underpass STairs,Teses,0,0,0,0,0,0,T,358
316,Middle Bench,Teses,1,0,1,30,0,30,CT,358
317,Middle Bench,Teses,0,1,-1,0,40,-40,T,358
318,Balcony Boaxes,Teses,0,1,-1,28,100,-72,CT,358
319,Balcony Boaxes,Teses,0,0,0,0,0,0,T,358
320,Top Mid Boxes Right Side Peek,Teses,0,0,0,0,0,0,CT,358
321,Top Mid Boxes Right Side Peek,Teses,0,0,0,0,45,-45,T,358
322,Underpass,Teses,1,0,1,100,0,100,CT,358
323,Underpass,Teses,2,0,2,162,176,-14,T,358
324,Top Van,Teses,0,0,0,29,21,8,CT,358
325,Top Van,Teses,0,0,0,0,0,0,T,358
326,Behind Big Boxes,Teses,0,0,0,0,0,0,CT,358
327,Behind Big Boxes,Teses,2,0,2,113,45,68,T,358
328,Top STairs,Teses,2,0,2,115,0,115,CT,358
329,Top STairs,Teses,0,0,0,0,0,0,T,358
330,Top Mid Catwalk,Teses,0,0,0,0,0,0,CT,358
331,Top Mid Catwalk,Teses,2,0,2,196,18,178,T,358
332,Bench Closer to Tribox,Teses,1,0,1,18,34,-16,CT,358
333,Bench Closer to Tribox,Teses,0,1,-1,78,55,23,T,358
334,Bottom Mid Ladder Room Peek,Teses,0,0,0,0,0,0,CT,358
335,Bottom Mid Ladder Room Peek,Teses,0,1,-1,0,100,-100,T,358
336,Flowerpot CT,Teses,0,0,0,0,0,0,CT,358
337,Flowerpot CT,Teses,0,0,0,0,0,0,T,358
338,Barn,Teses,0,1,-1,0,91,-91,CT,358
339,Barn,Teses,0,0,0,0,0,0,T,358
340,T Spawn towards Apps,Teses,1,0,1,100,0,100,CT,358
341,T Spawn towards Apps,Teses,1,0,1,252,13,239,T,358
342,Stairs Smoke Platform,Teses,0,0,0,0,0,0,CT,358
343,Stairs Smoke Platform,Teses,0,0,0,0,0,0,T,358
344,Right Side Snipers Nest,Teses,1,0,1,74,7,67,CT,358
345,Right Side Snipers Nest,Teses,0,0,0,0,0,0,T,358
346,Top Mid on top of Boxes,Teses,0,0,0,0,0,0,CT,358
347,Top Mid on top of Boxes,Teses,0,1,-1,25,87,-62,T,358
348,T Apps TV,Teses,0,0,0,0,0,0,CT,358
349,T Apps TV,Teses,0,0,0,0,0,0,T,358
350,Under window B apps,Teses,0,0,0,0,0,0,CT,358
351,Under window B apps,Teses,0,0,0,0,54,-54,T,358
352,Safe Plant B Site,Teses,0,0,0,8,0,8,CT,358
353,Safe Plant B Site,Teses,0,0,0,0,0,0,T,358
354,BackCourtyard,Teses,0,0,0,0,0,0,CT,358
355,BackCourtyard,Teses,0,1,-1,0,100,-100,T,358
356,Ticketbooth ,Cadian,15,9,6,1571,1514,57,CT,358
357,Ticketbooth ,Cadian,0,1,-1,83,99,-16,T,358
358,CT Side Apps,Cadian,5,0,5,533,43,490,CT,358
359,CT Side Apps,Cadian,4,6,-2,539,617,-78,T,358
360,CT Deep Catwalk Mid peek,Cadian,4,4,0,654,489,165,CT,358
361,CT Deep Catwalk Mid peek,Cadian,2,4,-2,274,348,-74,T,358
362,A Ramp,Cadian,0,3,-3,183,300,-117,CT,358
363,A Ramp,Cadian,8,7,1,745,804,-59,T,358
364,CT Catwalk,Cadian,5,1,4,708,234,474,CT,358
365,CT Catwalk,Cadian,2,6,-4,396,439,-43,T,358
366,Bottom Stairs,Cadian,8,2,6,738,231,507,CT,358
367,Bottom Stairs,Cadian,2,3,-1,185,357,-172,T,358
368,Triple Box,Cadian,5,5,0,482,348,134,CT,358
369,Triple Box,Cadian,0,3,-3,0,151,-151,T,358
370,Default A,Cadian,2,4,-2,129,400,-271,CT,358
371,Default A,Cadian,2,3,-1,171,173,-2,T,358
372,Mid Close Connector,Cadian,1,3,-2,127,356,-229,CT,358
373,Mid Close Connector,Cadian,0,4,-4,0,368,-368,T,358
374,Top Mid Left Side,Cadian,0,0,0,0,0,0,CT,358
375,Top Mid Left Side,Cadian,2,4,-2,373,630,-257,T,358
376,Bottom Connector,Cadian,2,2,0,179,162,17,CT,358
377,Bottom Connector,Cadian,1,1,0,100,167,-67,T,358
378,Underpass,Cadian,6,3,3,588,393,195,CT,358
379,Underpass,Cadian,2,4,-2,219,405,-186,T,358
380,market,Cadian,5,2,3,434,268,166,CT,358
381,market,Cadian,1,3,-2,100,254,-154,T,358
382,B Bombsite Cross to Catwalk,Cadian,0,2,-2,0,173,-173,CT,358
383,B Bombsite Cross to Catwalk,Cadian,3,3,0,227,300,-73,T,358
384,T Deep Apps Underpass/Apps Peek,Cadian,0,1,-1,14,76,-62,CT,358
385,T Deep Apps Underpass/Apps Peek,Cadian,2,3,-1,200,279,-79,T,358
386,Catwalk Connector Peek,Cadian,2,1,1,91,100,-9,CT,358
387,Catwalk Connector Peek,Cadian,1,4,-3,248,372,-124,T,358
388,Deep Catwalk,Cadian,2,2,0,157,131,26,CT,358
389,Deep Catwalk,Cadian,2,1,1,188,156,32,T,358
390,Deep T Apps,Cadian,0,1,-1,0,100,-100,CT,358
391,Deep T Apps,Cadian,0,2,-2,20,372,-352,T,358
392,Close Market door,Cadian,5,3,2,258,300,-42,CT,358
393,Close Market door,Cadian,0,1,-1,0,100,-100,T,358
394,A Site Exposed to Stairs Connector Cat,Cadian,1,2,-1,175,226,-51,CT,358
395,A Site Exposed to Stairs Connector Cat,Cadian,2,0,2,138,87,51,T,358
396,A Site,Cadian,0,1,-1,0,100,-100,CT,358
397,A Site,Cadian,2,2,0,236,251,-15,T,358
398,Murder Hole,Cadian,2,1,1,219,116,103,CT,358
399,Murder Hole,Cadian,0,2,-2,0,192,-192,T,358
400,Back Left B Site From T's' Perspective,Cadian,2,3,-1,31,184,-153,CT,358
401,Back Left B Site From T's' Perspective,Cadian,1,0,1,100,0,100,T,358
402,Deep Jungle,Cadian,6,4,2,682,400,282,CT,358
403,Deep Jungle,Cadian,1,2,-1,180,229,-49,T,358
404,CT Left Side,Cadian,1,4,-3,59,402,-343,CT,358
405,CT Left Side,Cadian,0,0,0,0,0,0,T,358
406,Bench,Cadian,4,2,2,422,244,178,CT,358
407,Bench,Cadian,1,0,1,100,0,100,T,358
408,T Palace Stairs Peek,Cadian,2,1,1,200,178,22,CT,358
409,T Palace Stairs Peek,Cadian,0,1,-1,0,108,-108,T,358
410,Top Mid Catwalk,Cadian,0,0,0,0,0,0,CT,358
411,Top Mid Catwalk,Cadian,1,3,-2,99,300,-201,T,358
412,Close A Ramp,Cadian,0,1,-1,24,89,-65,CT,358
413,Close A Ramp,Cadian,0,3,-3,13,387,-374,T,358
414,Underneath B apps plat,Cadian,4,2,2,349,200,149,CT,358
415,Underneath B apps plat,Cadian,0,1,-1,0,113,-113,T,358
416,Leftside Connector,Cadian,1,1,0,164,110,54,CT,358
417,Leftside Connector,Cadian,2,3,-1,245,272,-27,T,358
418,Top Mid,Cadian,1,2,-1,100,200,-100,CT,358
419,Top Mid,Cadian,2,2,0,137,236,-99,T,358
