,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
704,Bottom Mid Ladder Room Peek,Qikert,0,0,0,0,27,-27,CT,214
705,Bottom Mid Ladder Room Peek,Qikert,0,0,0,0,0,0,T,214
706,Catwalk Plant B Site,Qikert,0,0,0,0,0,0,CT,214
707,Catwalk Plant B Site,Qikert,0,0,0,0,0,0,T,214
708,Deep T Apps,Qikert,0,0,0,0,0,0,CT,214
709,Deep T Apps,Qikert,4,0,4,387,263,124,T,214
710,Murder Hole,Qikert,0,0,0,63,0,63,CT,214
711,Murder Hole,Qikert,0,0,0,0,0,0,T,214
712,Under balcony,Qikert,1,1,0,113,157,-44,CT,214
713,Under balcony,Qikert,1,0,1,100,79,21,T,214
714,Back Right B Site from T's Perspective,Qikert,0,0,0,0,0,0,CT,214
715,Back Right B Site from T's Perspective,Qikert,0,0,0,0,0,0,T,214
716,B site Market Plant,Qikert,0,0,0,0,0,0,CT,214
717,B site Market Plant,Qikert,0,0,0,0,0,0,T,214
718,T Spawn towards Apps,Qikert,0,0,0,0,0,0,CT,214
719,T Spawn towards Apps,Qikert,0,1,-1,0,52,-52,T,214
720,Right Side Connector,Qikert,0,0,0,0,9,-9,CT,214
721,Right Side Connector,Qikert,0,0,0,0,0,0,T,214
722,Inside Market Doors,Qikert,3,0,3,230,74,156,CT,214
723,Inside Market Doors,Qikert,0,0,0,0,0,0,T,214
724,Market Window Peek,Qikert,0,1,-1,76,170,-94,CT,214
725,Market Window Peek,Qikert,0,0,0,0,0,0,T,214
