,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
857,Top Mid Boxes Left Side Peek,Rush,0,0,0,0,0,0,T,563
858,Top Mid Catwalk,Rush,0,0,0,0,0,0,CT,563
859,Top Mid Catwalk,Rush,0,0,0,0,0,0,T,563
860,Top Mid Right Side,Rush,0,0,0,0,0,0,CT,563
861,Top Mid Right Side,Rush,1,1,0,100,100,0,T,563
862,Right Side Snipers Nest,Rush,0,0,0,23,23,0,CT,563
863,Right Side Snipers Nest,Rush,0,1,-1,27,0,27,T,563
864,Bottom Mid Ladder Room Peek,Rush,0,0,0,0,0,0,CT,563
865,Bottom Mid Ladder Room Peek,Rush,1,1,0,135,168,-33,T,563
866,Bench Closer to Tribox,Rush,0,0,0,0,0,0,CT,563
867,Bench Closer to Tribox,Rush,1,0,1,100,3,97,T,563
868,market,Rush,0,0,0,75,30,45,CT,563
869,market,Rush,0,0,0,0,0,0,T,563
870,Inside Market Doors,Rush,0,1,-1,0,100,-100,CT,563
871,Inside Market Doors,Rush,1,0,1,100,0,100,T,563
872,Construction,Rush,0,1,-1,0,17,-17,CT,563
873,Construction,Rush,0,0,0,0,25,-25,T,563
874,Ninja,Rush,2,1,1,136,100,36,CT,563
875,Ninja,Rush,1,0,1,9,22,-13,T,563
