,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds,Damage Diff Per 30,KD Diff Per 30,Kills Per 30,Deaths Per 30,Damage Dealt Per 30,Damage Taken Per 30
773,Deep Palace,yuurih,1,0,1,100,22,78,T,197,11.878172588832488,0.15228426395939085,0.15228426395939085,0.0,15.228426395939085,3.350253807106599
774,B site Market Plant,yuurih,1,0,1,100,0,100,CT,213,14.084507042253522,0.14084507042253522,0.14084507042253522,0.0,14.084507042253522,0.0
775,B site Market Plant,yuurih,1,0,1,59,0,59,T,197,8.98477157360406,0.15228426395939085,0.15228426395939085,0.0,8.98477157360406,0.0
776,CT Left Side,yuurih,2,0,2,190,89,101,CT,213,14.225352112676056,0.28169014084507044,0.28169014084507044,0.0,26.76056338028169,12.535211267605634
777,CT Left Side,yuurih,0,1,-1,53,89,-36,T,197,-5.482233502538071,-0.15228426395939085,0.0,0.15228426395939085,8.071065989847716,13.553299492385788
778,Deep T Apps Underpass STairs,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
779,Deep T Apps Underpass STairs,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
780,CT Deep Catwalk Mid peek,yuurih,1,1,0,113,126,-13,CT,213,-1.8309859154929577,0.0,0.14084507042253522,0.14084507042253522,15.915492957746478,17.746478873239436
781,CT Deep Catwalk Mid peek,yuurih,0,1,-1,0,126,-126,T,197,-19.18781725888325,-0.15228426395939085,0.0,0.15228426395939085,0.0,19.18781725888325
782,CT Outside Market,yuurih,0,1,-1,20,11,9,CT,213,1.267605633802817,-0.14084507042253522,0.0,0.14084507042253522,2.816901408450704,1.5492957746478875
783,CT Outside Market,yuurih,2,1,1,164,81,83,T,197,12.639593908629442,0.15228426395939085,0.3045685279187817,0.15228426395939085,24.974619289340104,12.335025380710661
784,Bench,yuurih,2,0,2,325,102,223,CT,213,31.408450704225352,0.28169014084507044,0.28169014084507044,0.0,45.774647887323944,14.36619718309859
785,Bench,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
786,Close Right Market Window,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
787,Close Right Market Window,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
788,Back Left B Site From T's' Perspective,yuurih,1,1,0,100,100,0,CT,213,0.0,0.0,0.14084507042253522,0.14084507042253522,14.084507042253522,14.084507042253522
789,Back Left B Site From T's' Perspective,yuurih,0,0,0,60,61,-1,T,197,-0.15228426395939085,0.0,0.0,0.0,9.137055837563452,9.289340101522843
790,Catwalk T Aparments Peek,yuurih,1,1,0,135,22,113,CT,213,15.915492957746478,0.0,0.14084507042253522,0.14084507042253522,19.014084507042256,3.098591549295775
791,Catwalk T Aparments Peek,yuurih,2,1,1,174,135,39,T,197,5.939086294416244,0.15228426395939085,0.3045685279187817,0.15228426395939085,26.49746192893401,20.558375634517766
792,Jungle Plant,yuurih,0,0,0,0,54,-54,CT,213,-7.605633802816901,0.0,0.0,0.0,0.0,7.605633802816901
793,Jungle Plant,yuurih,2,1,1,226,150,76,T,197,11.573604060913706,0.15228426395939085,0.3045685279187817,0.15228426395939085,34.41624365482234,22.84263959390863
794,CT Catwalk,yuurih,2,0,2,171,0,171,CT,213,24.084507042253524,0.28169014084507044,0.28169014084507044,0.0,24.084507042253524,0.0
795,CT Catwalk,yuurih,0,1,-1,27,100,-73,T,197,-11.116751269035532,-0.15228426395939085,0.0,0.15228426395939085,4.111675126903553,15.228426395939085
796,CT Side Apps,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
797,CT Side Apps,yuurih,1,3,-2,395,454,-59,T,197,-8.98477157360406,-0.3045685279187817,0.15228426395939085,0.4568527918781726,60.152284263959395,69.13705583756345
798,B Site Default Plant,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
799,B Site Default Plant,yuurih,1,1,0,29,128,-99,T,197,-15.076142131979694,0.0,0.15228426395939085,0.15228426395939085,4.416243654822335,19.49238578680203
800,Sandwhich,yuurih,0,1,-1,159,97,62,CT,213,8.732394366197182,-0.14084507042253522,0.0,0.14084507042253522,22.3943661971831,13.661971830985916
801,Sandwhich,yuurih,1,2,-1,100,151,-51,T,197,-7.7664974619289335,-0.15228426395939085,0.15228426395939085,0.3045685279187817,15.228426395939085,22.99492385786802
802,Catwalk Plant B Site,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
803,Catwalk Plant B Site,yuurih,1,0,1,100,0,100,T,197,15.228426395939085,0.15228426395939085,0.15228426395939085,0.0,15.228426395939085,0.0
804,Top Mid towards Apps,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
805,Top Mid towards Apps,yuurih,2,2,0,274,236,38,T,197,5.786802030456853,0.0,0.3045685279187817,0.3045685279187817,41.7258883248731,35.93908629441624
806,Forest,yuurih,0,0,0,27,0,27,CT,213,3.8028169014084505,0.0,0.0,0.0,3.8028169014084505,0.0
807,Forest,yuurih,0,1,-1,81,91,-10,T,197,-1.5228426395939085,-0.15228426395939085,0.0,0.15228426395939085,12.335025380710661,13.857868020304569
808,Underneath B apps plat,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
809,Underneath B apps plat,yuurih,1,2,-1,118,79,39,T,197,5.939086294416244,-0.15228426395939085,0.15228426395939085,0.3045685279187817,17.96954314720812,12.030456852791877
810,Stairs Palace Peek,yuurih,0,1,-1,168,121,47,CT,213,6.619718309859155,-0.14084507042253522,0.0,0.14084507042253522,23.661971830985912,17.04225352112676
811,Stairs Palace Peek,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
812,Deep CT,yuurih,1,1,0,209,113,96,CT,213,13.52112676056338,0.0,0.14084507042253522,0.14084507042253522,29.436619718309856,15.915492957746478
813,Deep CT,yuurih,3,0,3,331,105,226,T,197,34.41624365482234,0.4568527918781726,0.4568527918781726,0.0,50.40609137055838,15.989847715736042
814,Top STairs,yuurih,3,0,3,136,0,136,CT,213,19.154929577464788,0.4225352112676056,0.4225352112676056,0.0,19.154929577464788,0.0
815,Top STairs,yuurih,1,0,1,141,62,79,T,197,12.030456852791877,0.15228426395939085,0.15228426395939085,0.0,21.472081218274113,9.441624365482234
816,Top Mid Catwalk,yuurih,0,0,0,31,0,31,CT,213,4.366197183098591,0.0,0.0,0.0,4.366197183098591,0.0
817,Top Mid Catwalk,yuurih,2,1,1,245,173,72,T,197,10.964467005076141,0.15228426395939085,0.3045685279187817,0.15228426395939085,37.309644670050766,26.345177664974617
818,T Apps TV,yuurih,1,1,0,140,100,40,CT,213,5.633802816901408,0.0,0.14084507042253522,0.14084507042253522,19.71830985915493,14.084507042253522
819,T Apps TV,yuurih,0,0,0,5,9,-4,T,197,-0.6091370558375634,0.0,0.0,0.0,0.7614213197969543,1.3705583756345177
820,Middle Bench,yuurih,1,0,1,61,0,61,CT,213,8.591549295774648,0.14084507042253522,0.14084507042253522,0.0,8.591549295774648,0.0
821,Middle Bench,yuurih,1,1,0,100,74,26,T,197,3.9593908629441628,0.0,0.15228426395939085,0.15228426395939085,15.228426395939085,11.269035532994923
822,Top Mid Right Side,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
823,Top Mid Right Side,yuurih,1,2,-1,152,200,-48,T,197,-7.309644670050762,-0.15228426395939085,0.15228426395939085,0.3045685279187817,23.14720812182741,30.45685279187817
824,Safe Plant B Site,yuurih,0,1,-1,0,100,-100,CT,213,-14.084507042253522,-0.14084507042253522,0.0,0.14084507042253522,0.0,14.084507042253522
825,Safe Plant B Site,yuurih,0,1,-1,27,58,-31,T,197,-4.720812182741117,-0.15228426395939085,0.0,0.15228426395939085,4.111675126903553,8.83248730964467
826,T Deep apps,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
827,T Deep apps,yuurih,1,0,1,100,24,76,T,197,11.573604060913706,0.15228426395939085,0.15228426395939085,0.0,15.228426395939085,3.654822335025381
828,FrontEntrance,yuurih,0,0,0,0,29,-29,CT,213,-4.084507042253521,0.0,0.0,0.0,0.0,4.084507042253521
829,FrontEntrance,yuurih,0,1,-1,0,164,-164,T,197,-24.974619289340104,-0.15228426395939085,0.0,0.15228426395939085,0.0,24.974619289340104
830,Register Market,yuurih,0,1,-1,0,50,-50,CT,213,-7.042253521126761,-0.14084507042253522,0.0,0.14084507042253522,0.0,7.042253521126761
831,Register Market,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
832,Apartments Right CT Corner,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
833,Apartments Right CT Corner,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
834,Bench Closer to Tribox,yuurih,0,1,-1,42,55,-13,CT,213,-1.8309859154929577,-0.14084507042253522,0.0,0.14084507042253522,5.915492957746478,7.746478873239437
835,Bench Closer to Tribox,yuurih,0,0,0,47,0,47,T,197,7.15736040609137,0.0,0.0,0.0,7.15736040609137,0.0
836,T Deep Apps Underpass/Apps Peek,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
837,T Deep Apps Underpass/Apps Peek,yuurih,4,0,4,400,140,260,T,197,39.59390862944162,0.6091370558375634,0.6091370558375634,0.0,60.91370558375634,21.31979695431472
838,Bench Closer To Jungle,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
839,Bench Closer To Jungle,yuurih,0,0,0,52,0,52,T,197,7.9187817258883255,0.0,0.0,0.0,7.9187817258883255,0.0
840,Under window B apps,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
841,Under window B apps,yuurih,0,0,0,14,8,6,T,197,0.9137055837563453,0.0,0.0,0.0,2.1319796954314723,1.2182741116751268
842,Back Right B Site from T's Perspective,yuurih,1,0,1,100,0,100,CT,213,14.084507042253522,0.14084507042253522,0.14084507042253522,0.0,14.084507042253522,0.0
843,Back Right B Site from T's Perspective,yuurih,0,0,0,29,3,26,T,197,3.9593908629441628,0.0,0.0,0.0,4.416243654822335,0.4568527918781726
844,Elevated Snipers Awp Peek,yuurih,0,0,0,9,0,9,CT,213,1.267605633802817,0.0,0.0,0.0,1.267605633802817,0.0
845,Elevated Snipers Awp Peek,yuurih,0,1,-1,0,38,-38,T,197,-5.786802030456853,-0.15228426395939085,0.0,0.15228426395939085,0.0,5.786802030456853
846,Top Mid Boxes Left Side Peek,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
847,Top Mid Boxes Left Side Peek,yuurih,2,1,1,192,97,95,T,197,14.467005076142133,0.15228426395939085,0.3045685279187817,0.15228426395939085,29.238578680203048,14.771573604060913
848,Flowerpot CT,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
849,Flowerpot CT,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
850,Van Barrel Peek,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
851,Van Barrel Peek,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
852,Top Van,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
853,Top Van,yuurih,0,1,-1,22,100,-78,T,197,-11.878172588832488,-0.15228426395939085,0.0,0.15228426395939085,3.350253807106599,15.228426395939085
854,BigOffice,yuurih,0,1,-1,0,100,-100,CT,213,-14.084507042253522,-0.14084507042253522,0.0,0.14084507042253522,0.0,14.084507042253522
855,BigOffice,yuurih,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
856,Bottom Mid Ladder Room Peek,yuurih,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
857,Bottom Mid Ladder Room Peek,yuurih,1,1,0,100,181,-81,T,197,-12.335025380710661,0.0,0.15228426395939085,0.15228426395939085,15.228426395939085,27.563451776649746
858,Deep Catwalk,huNter-,8,4,4,880,426,454,CT,141,96.59574468085107,0.851063829787234,1.702127659574468,0.851063829787234,187.2340425531915,90.63829787234043
859,Deep Catwalk,huNter-,3,2,1,169,276,-107,T,176,-18.238636363636363,0.17045454545454547,0.5113636363636364,0.34090909090909094,28.80681818181818,47.04545454545455
860,Ticketbooth ,huNter-,9,3,6,773,535,238,CT,141,50.638297872340424,1.2765957446808511,1.9148936170212765,0.6382978723404256,164.468085106383,113.82978723404254
861,Ticketbooth ,huNter-,8,5,3,673,361,312,T,176,53.18181818181818,0.5113636363636364,1.3636363636363638,0.8522727272727273,114.7159090909091,61.534090909090914
862,Mid Close Connector,huNter-,0,3,-3,0,331,-331,CT,141,-70.42553191489361,-0.6382978723404256,0.0,0.6382978723404256,0.0,70.42553191489361
863,Mid Close Connector,huNter-,0,3,-3,192,427,-235,T,176,-40.05681818181818,-0.5113636363636364,0.0,0.5113636363636364,32.72727272727273,72.7840909090909
