,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds,Damage Diff Per 30,KD Diff Per 30,Kills Per 30,Deaths Per 30,Damage Dealt Per 30,Damage Taken Per 30
14345,Jungle Plant,Qikert,0,0,0,36,0,36,T,47,22.97872340425532,0.0,0.0,0.0,22.97872340425532,0.0
14346,B site Market Plant,Qikert,0,0,0,0,0,0,CT,60,0.0,0.0,0.0,0.0,0.0,0.0
14347,B site Market Plant,Qikert,0,0,0,0,0,0,T,47,0.0,0.0,0.0,0.0,0.0,0.0
14348,Ticketbooth ,Jedqr,2,4,-2,349,358,-9,CT,17,-15.882352941176471,-3.5294117647058822,3.5294117647058822,7.0588235294117645,615.8823529411766,631.7647058823529
14349,Ticketbooth ,Jedqr,2,0,2,132,63,69,T,18,115.0,3.333333333333333,3.333333333333333,0.0,220.0,105.0
14350,Deep T Apps,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14351,Deep T Apps,Jedqr,0,2,-2,0,200,-200,T,18,-333.3333333333333,-3.333333333333333,0.0,3.333333333333333,0.0,333.3333333333333
14352,Deep Jungle,Jedqr,0,0,0,64,66,-2,CT,17,-3.5294117647058822,0.0,0.0,0.0,112.94117647058823,116.47058823529412
14353,Deep Jungle,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14354,Default A,Jedqr,0,0,0,2,0,2,CT,17,3.5294117647058822,0.0,0.0,0.0,3.5294117647058822,0.0
14355,Default A,Jedqr,0,1,-1,0,63,-63,T,18,-105.0,-1.6666666666666665,0.0,1.6666666666666665,0.0,105.0
14356,Top Balcony,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14357,Top Balcony,Jedqr,3,2,1,241,199,42,T,18,70.0,1.6666666666666665,5.0,3.333333333333333,401.6666666666667,331.6666666666667
14358,Bottom Stairs,Jedqr,1,1,0,82,101,-19,CT,17,-33.529411764705884,0.0,1.7647058823529411,1.7647058823529411,144.70588235294116,178.23529411764707
14359,Bottom Stairs,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14360,Jungle Plant,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14361,Jungle Plant,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14362,A Site,Jedqr,1,1,0,100,100,0,CT,17,0.0,0.0,1.7647058823529411,1.7647058823529411,176.47058823529414,176.47058823529414
14363,A Site,Jedqr,1,0,1,134,0,134,T,18,223.33333333333334,1.6666666666666665,1.6666666666666665,0.0,223.33333333333334,0.0
14364,Triple Box,Jedqr,0,0,0,24,0,24,CT,17,42.352941176470594,0.0,0.0,0.0,42.352941176470594,0.0
14365,Triple Box,Jedqr,0,1,-1,0,78,-78,T,18,-130.0,-1.6666666666666665,0.0,1.6666666666666665,0.0,130.0
14366,Close Left CT A Ramp,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14367,Close Left CT A Ramp,Jedqr,1,1,0,103,100,3,T,18,5.0,0.0,1.6666666666666665,1.6666666666666665,171.66666666666666,166.66666666666666
14368,Right Side Connector,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14369,Right Side Connector,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14370,A Ramp,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14371,A Ramp,Jedqr,1,1,0,100,100,0,T,18,0.0,0.0,1.6666666666666665,1.6666666666666665,166.66666666666666,166.66666666666666
14372,Top Mid Left Side,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14373,Top Mid Left Side,Jedqr,0,1,-1,0,100,-100,T,18,-166.66666666666666,-1.6666666666666665,0.0,1.6666666666666665,0.0,166.66666666666666
14374,Top Mid Right Side,Jedqr,0,1,-1,0,100,-100,CT,17,-176.47058823529414,-1.7647058823529411,0.0,1.7647058823529411,0.0,176.47058823529414
14375,Top Mid Right Side,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14376,Van Barrel Peek,Jedqr,1,0,1,7,26,-19,CT,17,-33.529411764705884,1.7647058823529411,1.7647058823529411,0.0,12.352941176470587,45.882352941176464
14377,Van Barrel Peek,Jedqr,0,1,-1,0,100,-100,T,18,-166.66666666666666,-1.6666666666666665,0.0,1.6666666666666665,0.0,166.66666666666666
14378,Left Side Platform,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14379,Left Side Platform,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14380,CT Side Apps,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14381,CT Side Apps,Jedqr,0,1,-1,0,100,-100,T,18,-166.66666666666666,-1.6666666666666665,0.0,1.6666666666666665,0.0,166.66666666666666
14382,T Palace Stairs Peek,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14383,T Palace Stairs Peek,Jedqr,2,0,2,145,23,122,T,18,203.33333333333334,3.333333333333333,3.333333333333333,0.0,241.66666666666666,38.33333333333333
14384,CT Catwalk,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14385,CT Catwalk,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14386,Deep Palace,Jedqr,0,1,-1,96,100,-4,CT,17,-7.0588235294117645,-1.7647058823529411,0.0,1.7647058823529411,169.41176470588238,176.47058823529414
14387,Deep Palace,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14388,Deep T Apps Underpass STairs,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14389,Deep T Apps Underpass STairs,Jedqr,0,1,-1,0,16,-16,T,18,-26.666666666666664,-1.6666666666666665,0.0,1.6666666666666665,0.0,26.666666666666664
14390,Mid Close Connector,Jedqr,0,1,-1,0,100,-100,CT,17,-176.47058823529414,-1.7647058823529411,0.0,1.7647058823529411,0.0,176.47058823529414
14391,Mid Close Connector,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14392,B Site Default Plant,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14393,B Site Default Plant,Jedqr,0,1,-1,0,100,-100,T,18,-166.66666666666666,-1.6666666666666665,0.0,1.6666666666666665,0.0,166.66666666666666
14394,Deep Catwalk,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14395,Deep Catwalk,Jedqr,0,1,-1,27,100,-73,T,18,-121.66666666666666,-1.6666666666666665,0.0,1.6666666666666665,45.0,166.66666666666666
14396,Stairs Palace Peek,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14397,Stairs Palace Peek,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14398,Top Mid,Jedqr,0,1,-1,0,100,-100,CT,17,-176.47058823529414,-1.7647058823529411,0.0,1.7647058823529411,0.0,176.47058823529414
14399,Top Mid,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14400,Close Market door,Jedqr,0,1,-1,0,100,-100,CT,17,-176.47058823529414,-1.7647058823529411,0.0,1.7647058823529411,0.0,176.47058823529414
14401,Close Market door,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14402,Close Market Window,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14403,Close Market Window,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14404,Under balcony,Jedqr,0,0,0,0,0,0,CT,17,0.0,0.0,0.0,0.0,0.0,0.0
14405,Under balcony,Jedqr,0,1,-1,0,100,-100,T,18,-166.66666666666666,-1.6666666666666665,0.0,1.6666666666666665,0.0,166.66666666666666
14406,Left Side corner deep jungle,Jedqr,0,1,-1,0,99,-99,CT,17,-174.70588235294116,-1.7647058823529411,0.0,1.7647058823529411,0.0,174.70588235294116
14407,Left Side corner deep jungle,Jedqr,0,0,0,0,0,0,T,18,0.0,0.0,0.0,0.0,0.0,0.0
14408,Deep CT,aliStair,0,1,-1,0,63,-63,CT,15,-126.0,-2.0,0.0,2.0,0.0,126.0
14409,Deep CT,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14410,B Bombsite Cross to Catwalk,aliStair,1,1,0,75,116,-41,CT,15,-82.0,0.0,2.0,2.0,150.0,232.0
14411,B Bombsite Cross to Catwalk,aliStair,0,1,-1,0,33,-33,T,5,-198.0,-6.0,0.0,6.0,0.0,198.0
14412,Ticketbooth ,aliStair,1,1,0,65,74,-9,CT,15,-18.0,0.0,2.0,2.0,130.0,148.0
14413,Ticketbooth ,aliStair,1,0,1,100,9,91,T,5,546.0,6.0,6.0,0.0,600.0,54.0
14414,CT Side Apps,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14415,CT Side Apps,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14416,Mid Close Connector,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14417,Mid Close Connector,aliStair,0,0,0,0,12,-12,T,5,-72.0,0.0,0.0,0.0,0.0,72.0
14418,Bottom Connector,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14419,Bottom Connector,aliStair,1,0,1,3,0,3,T,5,18.0,6.0,6.0,0.0,18.0,0.0
14420,A Ramp,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14421,A Ramp,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14422,A Site Exposed to Stairs Connector Cat,aliStair,1,0,1,100,0,100,CT,15,200.0,2.0,2.0,0.0,200.0,0.0
14423,A Site Exposed to Stairs Connector Cat,aliStair,1,0,1,18,0,18,T,5,108.0,6.0,6.0,0.0,108.0,0.0
14424,Left Side corner deep jungle,aliStair,0,1,-1,76,100,-24,CT,15,-48.0,-2.0,0.0,2.0,152.0,200.0
14425,Left Side corner deep jungle,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14426,Sandwhich,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14427,Sandwhich,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14428,T Spawn towards Apps,aliStair,0,1,-1,0,100,-100,CT,15,-200.0,-2.0,0.0,2.0,0.0,200.0
14429,T Spawn towards Apps,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14430,Underneath B apps plat,aliStair,0,1,-1,0,84,-84,CT,15,-168.0,-2.0,0.0,2.0,0.0,168.0
14431,Underneath B apps plat,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14432,Leftside Connector,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14433,Leftside Connector,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14434,Top Mid Catwalk,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14435,Top Mid Catwalk,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14436,A Site,aliStair,1,1,0,99,93,6,CT,15,12.0,0.0,2.0,2.0,198.0,186.0
14437,A Site,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14438,Bottom Stairs,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14439,Bottom Stairs,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14440,Top Balcony,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14441,Top Balcony,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14442,Top Connector,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14443,Top Connector,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14444,Triple Box,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14445,Triple Box,aliStair,0,1,-1,54,100,-46,T,5,-276.0,-6.0,0.0,6.0,324.0,600.0
14446,Deep Catwalk,aliStair,3,0,3,225,42,183,CT,15,366.0,6.0,6.0,0.0,450.0,84.0
14447,Deep Catwalk,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14448,Murder Hole,aliStair,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14449,Murder Hole,aliStair,0,1,-1,0,88,-88,T,5,-528.0,-6.0,0.0,6.0,0.0,528.0
14450,Underpass,aliStair,2,1,1,246,100,146,CT,15,292.0,2.0,4.0,2.0,491.99999999999994,200.0
14451,Underpass,aliStair,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14452,CT Outside Market,Sico,0,2,-2,174,182,-8,CT,15,-16.0,-4.0,0.0,4.0,348.0,364.0
14453,CT Outside Market,Sico,0,1,-1,0,71,-71,T,5,-426.0,-6.0,0.0,6.0,0.0,426.0
14454,A Ramp,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14455,A Ramp,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14456,Top Mid Left Side,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14457,Top Mid Left Side,Sico,1,0,1,62,0,62,T,5,372.0,6.0,6.0,0.0,372.0,0.0
14458,Snipers Nest,Sico,1,0,1,123,0,123,CT,15,245.99999999999997,2.0,2.0,0.0,245.99999999999997,0.0
14459,Snipers Nest,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14460,Top STairs,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14461,Top STairs,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14462,Deep CT,Sico,3,1,2,192,126,66,CT,15,132.0,4.0,6.0,2.0,384.0,252.0
14463,Deep CT,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14464,Safe Plant B Site,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14465,Safe Plant B Site,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14466,Back Left B Site From T's' Perspective,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14467,Back Left B Site From T's' Perspective,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14468,Left Side Platform,Sico,1,0,1,30,0,30,CT,15,60.0,2.0,2.0,0.0,60.0,0.0
14469,Left Side Platform,Sico,0,0,0,11,0,11,T,5,66.0,0.0,0.0,0.0,66.0,0.0
14470,Apartments Right CT Corner,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14471,Apartments Right CT Corner,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14472,Catwalk Connector Peek,Sico,1,0,1,100,0,100,CT,15,200.0,2.0,2.0,0.0,200.0,0.0
14473,Catwalk Connector Peek,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14474,Bottom Stairs,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14475,Bottom Stairs,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14476,Ticketbooth ,Sico,3,0,3,295,26,269,CT,15,538.0,6.0,6.0,0.0,590.0,52.0
14477,Ticketbooth ,Sico,0,1,-1,0,100,-100,T,5,-600.0,-6.0,0.0,6.0,0.0,600.0
14478,Arch,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14479,Arch,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14480,Top Balcony,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14481,Top Balcony,Sico,0,1,-1,82,86,-4,T,5,-24.0,-6.0,0.0,6.0,491.99999999999994,516.0
14482,Top Connector,Sico,0,1,-1,0,40,-40,CT,15,-80.0,-2.0,0.0,2.0,0.0,80.0
14483,Top Connector,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14484,Catwalk Plant B Site,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14485,Catwalk Plant B Site,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14486,Left Side corner deep jungle,Sico,0,1,-1,0,100,-100,CT,15,-200.0,-2.0,0.0,2.0,0.0,200.0
14487,Left Side corner deep jungle,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14488,Top Mid Catwalk,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14489,Top Mid Catwalk,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14490,CT Left Side,Sico,0,0,0,0,69,-69,CT,15,-138.0,0.0,0.0,0.0,0.0,138.0
14491,CT Left Side,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14492,Deep Jungle,Sico,0,0,0,2,45,-43,CT,15,-86.0,0.0,0.0,0.0,4.0,90.0
14493,Deep Jungle,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14494,Triple Box,Sico,0,0,0,0,0,0,CT,15,0.0,0.0,0.0,0.0,0.0,0.0
14495,Triple Box,Sico,0,0,0,0,0,0,T,5,0.0,0.0,0.0,0.0,0.0,0.0
14496,Ticketbooth ,EasTor,0,0,0,0,83,-83,CT,9,-276.66666666666663,0.0,0.0,0.0,0.0,276.66666666666663
14497,Ticketbooth ,EasTor,0,2,-2,100,158,-58,T,15,-116.0,-4.0,0.0,4.0,200.0,316.0
14498,Middle Bench,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14499,Middle Bench,EasTor,0,1,-1,0,66,-66,T,15,-132.0,-2.0,0.0,2.0,0.0,132.0
14500,Back Left B Site From T's' Perspective,EasTor,0,1,-1,0,75,-75,CT,9,-250.00000000000003,-3.333333333333333,0.0,3.333333333333333,0.0,250.00000000000003
14501,Back Left B Site From T's' Perspective,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14502,Bench,EasTor,1,1,0,151,99,52,CT,9,173.33333333333334,0.0,3.333333333333333,3.333333333333333,503.33333333333337,330.0
14503,Bench,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14504,Bottom Connector,EasTor,0,1,-1,0,100,-100,CT,9,-333.3333333333333,-3.333333333333333,0.0,3.333333333333333,0.0,333.3333333333333
14505,Bottom Connector,EasTor,0,1,-1,0,42,-42,T,15,-84.0,-2.0,0.0,2.0,0.0,84.0
14506,T Palace Stairs Peek,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14507,T Palace Stairs Peek,EasTor,0,2,-2,8,130,-122,T,15,-244.0,-4.0,0.0,4.0,16.0,260.0
14508,Close Left CT A Ramp,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14509,Close Left CT A Ramp,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14510,A Ramp,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14511,A Ramp,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14512,Deep CT,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14513,Deep CT,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14514,Apartments Right CT Corner,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14515,Apartments Right CT Corner,EasTor,0,1,-1,0,100,-100,T,15,-200.0,-2.0,0.0,2.0,0.0,200.0
14516,Bottom Mid Ladder Room Peek,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14517,Bottom Mid Ladder Room Peek,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14518,Deep T Apps,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14519,Deep T Apps,EasTor,1,0,1,100,59,41,T,15,82.0,2.0,2.0,0.0,200.0,118.0
14520,Catwalk Connector Peek,EasTor,1,1,0,122,100,22,CT,9,73.33333333333334,0.0,3.333333333333333,3.333333333333333,406.6666666666667,333.3333333333333
14521,Catwalk Connector Peek,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14522,Snipers Nest,EasTor,2,0,2,158,27,131,CT,9,436.6666666666667,6.666666666666666,6.666666666666666,0.0,526.6666666666667,90.0
14523,Snipers Nest,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14524,T Spawn A Ramp,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14525,T Spawn A Ramp,EasTor,1,0,1,100,0,100,T,15,200.0,2.0,2.0,0.0,200.0,0.0
14526,Top Mid Left Side,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14527,Top Mid Left Side,EasTor,0,1,-1,0,100,-100,T,15,-200.0,-2.0,0.0,2.0,0.0,200.0
14528,Deep Palace,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14529,Deep Palace,EasTor,0,0,0,0,7,-7,T,15,-14.0,0.0,0.0,0.0,0.0,14.0
14530,Catwalk T Aparments Peek,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14531,Catwalk T Aparments Peek,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14532,Close Market door,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14533,Close Market door,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14534,CT Left Side,EasTor,0,1,-1,14,17,-3,CT,9,-10.0,-3.333333333333333,0.0,3.333333333333333,46.666666666666664,56.666666666666664
14535,CT Left Side,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14536,Leftside Connector,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14537,Leftside Connector,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14538,CT Catwalk,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14539,CT Catwalk,EasTor,0,1,-1,0,100,-100,T,15,-200.0,-2.0,0.0,2.0,0.0,200.0
14540,Tetris,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14541,Tetris,EasTor,0,1,-1,47,100,-53,T,15,-106.0,-2.0,0.0,2.0,94.0,200.0
14542,T Deep Apps Underpass/Apps Peek,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14543,T Deep Apps Underpass/Apps Peek,EasTor,0,1,-1,0,100,-100,T,15,-200.0,-2.0,0.0,2.0,0.0,200.0
14544,T Spawn,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14545,T Spawn,EasTor,1,1,0,101,136,-35,T,15,-70.0,0.0,2.0,2.0,202.0,272.0
14546,B Bombsite Cross to Catwalk,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14547,B Bombsite Cross to Catwalk,EasTor,0,1,-1,0,99,-99,T,15,-198.0,-2.0,0.0,2.0,0.0,198.0
14548,Triple Box,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14549,Triple Box,EasTor,1,0,1,12,0,12,T,15,24.0,2.0,2.0,0.0,24.0,0.0
14550,Underpass,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14551,Underpass,EasTor,0,0,0,0,34,-34,T,15,-68.0,0.0,0.0,0.0,0.0,68.0
14552,Top Mid Catwalk,EasTor,0,0,0,0,0,0,CT,9,0.0,0.0,0.0,0.0,0.0,0.0
14553,Top Mid Catwalk,EasTor,0,0,0,0,0,0,T,15,0.0,0.0,0.0,0.0,0.0,0.0
14554,Triple Box,oBo,0,1,-1,26,94,-68,CT,45,-45.33333333333333,-0.6666666666666667,0.0,0.6666666666666667,17.333333333333332,62.66666666666667
14555,Triple Box,oBo,0,0,0,0,0,0,T,33,0.0,0.0,0.0,0.0,0.0,0.0
14556,Sandwhich,oBo,0,0,0,0,0,0,CT,45,0.0,0.0,0.0,0.0,0.0,0.0
14557,Sandwhich,oBo,1,0,1,49,67,-18,T,33,-16.363636363636363,0.9090909090909092,0.9090909090909092,0.0,44.54545454545455,60.90909090909091
14558,Ticketbooth ,oBo,1,1,0,103,106,-3,CT,45,-2.0,0.0,0.6666666666666667,0.6666666666666667,68.66666666666666,70.66666666666667
14559,Ticketbooth ,oBo,0,0,0,0,0,0,T,33,0.0,0.0,0.0,0.0,0.0,0.0
14560,Bottom Stairs,oBo,1,0,1,100,0,100,CT,45,66.66666666666667,0.6666666666666667,0.6666666666666667,0.0,66.66666666666667,0.0
14561,Bottom Stairs,oBo,0,0,0,0,0,0,T,33,0.0,0.0,0.0,0.0,0.0,0.0
14562,A Ramp,oBo,0,1,-1,0,0,0,CT,45,0.0,-0.6666666666666667,0.0,0.6666666666666667,0.0,0.0
14563,A Ramp,oBo,0,0,0,0,28,-28,T,33,-25.454545454545457,0.0,0.0,0.0,0.0,25.454545454545457
14564,Deep Jungle,oBo,0,0,0,0,0,0,CT,45,0.0,0.0,0.0,0.0,0.0,0.0
14565,Deep Jungle,oBo,1,0,1,100,0,100,T,33,90.9090909090909,0.9090909090909092,0.9090909090909092,0.0,90.9090909090909,0.0
14566,Top Connector,oBo,0,0,0,0,0,0,CT,45,0.0,0.0,0.0,0.0,0.0,0.0
14567,Top Connector,oBo,0,1,-1,0,100,-100,T,33,-90.9090909090909,-0.9090909090909092,0.0,0.9090909090909092,0.0,90.9090909090909
14568,Top Balcony,oBo,3,1,2,336,101,235,CT,45,156.66666666666666,1.3333333333333335,2.0,0.6666666666666667,224.0,67.33333333333333
