,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds,Percentage Damage Dealt,Percentage Kills,Percentage Deaths,Percentage Damage Taken
1160,Ticketbooth ,sh1r0,14,0,14,936,0,936,CT,189,0.8137715179968702,1.1263073209975865,0.0,0.0
1161,Ticketbooth ,sh1r0,0,1,-1,0,73,-73,T,189,0.0,0.0,0.06684491978609625,0.05607620218159472
1162,Top Balcony,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1163,Top Balcony,sh1r0,3,1,2,391,100,291,T,189,0.3399408798469832,0.2413515687851971,0.06684491978609625,0.07681671531725304
1164,Catwalk T Aparments Peek,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1165,Catwalk T Aparments Peek,sh1r0,3,0,3,246,0,246,T,189,0.21387584767866458,0.2413515687851971,0.0,0.0
1166,CT Side Apps,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1167,CT Side Apps,sh1r0,6,0,6,623,81,542,T,189,0.5416449313162928,0.4827031375703942,0.0,0.06222153940697495
1168,Snipers Nest,sh1r0,2,0,2,111,0,111,CT,189,0.09650495565988523,0.16090104585679807,0.0,0.0
1169,Snipers Nest,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1170,Deep Palace,sh1r0,1,0,1,100,0,100,CT,189,0.0869414014953921,0.08045052292839903,0.0,0.0
1171,Deep Palace,sh1r0,1,1,0,100,95,5,T,189,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07297587955139039
1172,A Site Exposed to Stairs Connector Cat,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1173,A Site Exposed to Stairs Connector Cat,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1174,Left Side Platform,sh1r0,1,0,1,50,0,50,CT,189,0.04347070074769605,0.08045052292839903,0.0,0.0
1175,Left Side Platform,sh1r0,4,0,4,295,0,295,T,189,0.2564771344114067,0.32180209171359614,0.0,0.0
1176,Right Side Connector,sh1r0,1,1,0,100,100,0,CT,189,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
1177,Right Side Connector,sh1r0,1,0,1,100,0,100,T,189,0.0869414014953921,0.08045052292839903,0.0,0.0
1178,Deep Jungle,sh1r0,1,0,1,100,0,100,CT,189,0.0869414014953921,0.08045052292839903,0.0,0.0
1179,Deep Jungle,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1180,Underneath B apps plat,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1181,Underneath B apps plat,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1182,CT Left Side,sh1r0,2,0,2,143,0,143,CT,189,0.12432620413841071,0.16090104585679807,0.0,0.0
1183,CT Left Side,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1184,Under balcony,sh1r0,0,1,-1,0,100,-100,CT,189,0.0,0.0,0.06684491978609625,0.07681671531725304
1185,Under balcony,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1186,Jungle Plant,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1187,Jungle Plant,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1188,B Site Default Plant,sh1r0,2,0,2,190,0,190,CT,189,0.165188662841245,0.16090104585679807,0.0,0.0
1189,B Site Default Plant,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1190,T Palace Stairs Peek,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1191,T Palace Stairs Peek,sh1r0,5,0,5,496,0,496,T,189,0.43122935141714486,0.4022526146419952,0.0,0.0
1192,Top Mid,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1193,Top Mid,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1194,Arch,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1195,Arch,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1196,Default A,sh1r0,2,0,2,130,0,130,CT,189,0.11302382194400974,0.16090104585679807,0.0,0.0
1197,Default A,sh1r0,3,1,2,261,100,161,T,189,0.2269170579029734,0.2413515687851971,0.06684491978609625,0.07681671531725304
1198,CT Deep Catwalk Mid peek,sh1r0,1,0,1,70,0,70,CT,189,0.06085898104677448,0.08045052292839903,0.0,0.0
1199,CT Deep Catwalk Mid peek,sh1r0,0,0,0,75,0,75,T,189,0.06520605112154408,0.0,0.0,0.0
1200,CT Catwalk,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1201,CT Catwalk,sh1r0,1,0,1,100,0,100,T,189,0.0869414014953921,0.08045052292839903,0.0,0.0
1202,Close A Ramp,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1203,Close A Ramp,sh1r0,1,0,1,100,0,100,T,189,0.0869414014953921,0.08045052292839903,0.0,0.0
1204,Deep T Apps,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1205,Deep T Apps,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1206,Stairs Palace Peek,sh1r0,3,0,3,203,0,203,CT,189,0.17649104503564597,0.2413515687851971,0.0,0.0
1207,Stairs Palace Peek,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1208,Mid Close Connector,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1209,Mid Close Connector,sh1r0,2,0,2,253,0,253,T,189,0.21996174578334202,0.16090104585679807,0.0,0.0
1210,Catwalk Connector Peek,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1211,Catwalk Connector Peek,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1212,T Spawn towards Apps,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1213,T Spawn towards Apps,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1214,Bench,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1215,Bench,sh1r0,0,0,0,41,0,41,T,189,0.03564597461311076,0.0,0.0,0.0
1216,Firebox,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1217,Firebox,sh1r0,2,1,1,102,22,80,T,189,0.08868022952529994,0.16090104585679807,0.06684491978609625,0.016899677369795668
1218,Close Left CT A Ramp,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1219,Close Left CT A Ramp,sh1r0,3,0,3,290,0,290,T,189,0.2521300643366371,0.2413515687851971,0.0,0.0
1220,Van Barrel Peek,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1221,Van Barrel Peek,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1222,Top Mid towards Apps,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1223,Top Mid towards Apps,sh1r0,1,0,1,100,0,100,T,189,0.0869414014953921,0.08045052292839903,0.0,0.0
1224,Close Market door,sh1r0,1,0,1,12,0,12,CT,189,0.010432968179447054,0.08045052292839903,0.0,0.0
1225,Close Market door,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1226,Underpass,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1227,Underpass,sh1r0,1,0,1,100,163,-63,T,189,0.0869414014953921,0.08045052292839903,0.0,0.12521124596712244
1228,Top STairs,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1229,Top STairs,sh1r0,1,0,1,100,0,100,T,189,0.0869414014953921,0.08045052292839903,0.0,0.0
1230,Apartments Right CT Corner,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1231,Apartments Right CT Corner,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1232,T Deep apps,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1233,T Deep apps,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1234,Ladder Room Catwalk Side,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1235,Ladder Room Catwalk Side,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1236,Snipers Palace Peek,sh1r0,3,0,3,300,0,300,CT,189,0.2608242044861763,0.2413515687851971,0.0,0.0
1237,Snipers Palace Peek,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1238,Top Connector,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1239,Top Connector,sh1r0,2,0,2,114,0,114,T,189,0.099113197704747,0.16090104585679807,0.0,0.0
1240,Catwalk Plant B Site,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1241,Catwalk Plant B Site,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1242,Deep Catwalk,sh1r0,2,0,2,86,0,86,CT,189,0.07476960528603721,0.16090104585679807,0.0,0.0
1243,Deep Catwalk,sh1r0,2,1,1,200,81,119,T,189,0.1738828029907842,0.16090104585679807,0.06684491978609625,0.06222153940697495
1244,T Deep Apps Underpass/Apps Peek,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1245,T Deep Apps Underpass/Apps Peek,sh1r0,1,1,0,100,100,0,T,189,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
1246,Back Left B Site From T's' Perspective,sh1r0,3,0,3,230,0,230,CT,189,0.19996522343940182,0.2413515687851971,0.0,0.0
1247,Back Left B Site From T's' Perspective,sh1r0,0,0,0,0,0,0,T,189,0.0,0.0,0.0,0.0
1248,Sandwhich,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1249,Sandwhich,sh1r0,2,1,1,162,100,62,T,189,0.14084507042253522,0.16090104585679807,0.06684491978609625,0.07681671531725304
1250,B Bombsite Cross to Catwalk,sh1r0,0,0,0,0,0,0,CT,189,0.0,0.0,0.0,0.0
1251,B Bombsite Cross to Catwalk,sh1r0,0,0,0,88,0,88,T,189,0.07650843331594505,0.0,0.0,0.0
1252,A Site,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1253,A Site,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1254,Left Side Platform,stavn,1,2,-1,100,154,-54,CT,201,0.0869414014953921,0.08045052292839903,0.1336898395721925,0.11829774158856968
1255,Left Side Platform,stavn,0,1,-1,0,100,-100,T,201,0.0,0.0,0.06684491978609625,0.07681671531725304
1256,A Site Exposed to Stairs Connector Cat,stavn,2,1,1,173,100,73,CT,201,0.15040862458702836,0.16090104585679807,0.06684491978609625,0.07681671531725304
1257,A Site Exposed to Stairs Connector Cat,stavn,0,1,-1,0,50,-50,T,201,0.0,0.0,0.06684491978609625,0.03840835765862652
1258,Deep T Apps,stavn,0,1,-1,0,57,-57,CT,201,0.0,0.0,0.06684491978609625,0.04378552773083423
1259,Deep T Apps,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1260,Triple Box,stavn,1,0,1,88,0,88,CT,201,0.07650843331594505,0.08045052292839903,0.0,0.0
1261,Triple Box,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1262,Top Balcony,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1263,Top Balcony,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1264,Catwalk Connector Peek,stavn,1,0,1,87,0,87,CT,201,0.07563901930099114,0.08045052292839903,0.0,0.0
1265,Catwalk Connector Peek,stavn,0,1,-1,0,100,-100,T,201,0.0,0.0,0.06684491978609625,0.07681671531725304
1266,Snipers Palace Peek,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1267,Snipers Palace Peek,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1268,Close Left CT A Ramp,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1269,Close Left CT A Ramp,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1270,Top Connector,stavn,0,1,-1,0,73,-73,CT,201,0.0,0.0,0.06684491978609625,0.05607620218159472
1271,Top Connector,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1272,Sandwhich,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1273,Sandwhich,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1274,Deep Palace,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1275,Deep Palace,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1276,CT Deep Catwalk Mid peek,stavn,3,0,3,370,0,370,CT,201,0.3216831855329508,0.2413515687851971,0.0,0.0
1277,CT Deep Catwalk Mid peek,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1278,Catwalk Plant B Site,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1279,Catwalk Plant B Site,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1280,T Deep Apps Underpass/Apps Peek,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1281,T Deep Apps Underpass/Apps Peek,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1282,Snipers Nest,stavn,1,1,0,100,86,14,CT,201,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.06606237517283761
1283,Snipers Nest,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1284,CT Side Apps,stavn,1,0,1,100,0,100,CT,201,0.0869414014953921,0.08045052292839903,0.0,0.0
1285,CT Side Apps,stavn,2,0,2,200,0,200,T,201,0.1738828029907842,0.16090104585679807,0.0,0.0
1286,Top Mid Left Side,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1287,Top Mid Left Side,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1288,Apartments Right CT Corner,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1289,Apartments Right CT Corner,stavn,1,1,0,100,100,0,T,201,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
1290,Top Mid,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1291,Top Mid,stavn,0,1,-1,0,100,-100,T,201,0.0,0.0,0.06684491978609625,0.07681671531725304
1292,Deep T Apps Underpass STairs,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1293,Deep T Apps Underpass STairs,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1294,Stairs Palace Peek,stavn,0,1,-1,0,100,-100,CT,201,0.0,0.0,0.06684491978609625,0.07681671531725304
1295,Stairs Palace Peek,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1296,Right Side Connector,stavn,1,1,0,100,100,0,CT,201,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
1297,Right Side Connector,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1298,Bench,stavn,2,0,2,200,0,200,CT,201,0.1738828029907842,0.16090104585679807,0.0,0.0
1299,Bench,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1300,B Bombsite Cross to Catwalk,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1301,B Bombsite Cross to Catwalk,stavn,0,1,-1,0,12,-12,T,201,0.0,0.0,0.06684491978609625,0.009218005838070364
1302,Ticketbooth ,stavn,6,0,6,651,0,651,CT,201,0.5659885237350026,0.4827031375703942,0.0,0.0
1303,Ticketbooth ,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1304,Underneath B apps plat,stavn,1,0,1,100,0,100,CT,201,0.0869414014953921,0.08045052292839903,0.0,0.0
1305,Underneath B apps plat,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1306,Top Mid Boxes Left Side Peek,stavn,1,0,1,100,0,100,CT,201,0.0869414014953921,0.08045052292839903,0.0,0.0
1307,Top Mid Boxes Left Side Peek,stavn,0,1,-1,0,100,-100,T,201,0.0,0.0,0.06684491978609625,0.07681671531725304
1308,Right Side Platform,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1309,Right Side Platform,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1310,Market Window Peek,stavn,2,0,2,219,0,219,CT,201,0.19040166927490873,0.16090104585679807,0.0,0.0
1311,Market Window Peek,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1312,Top Mid Catwalk,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1313,Top Mid Catwalk,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1314,T Spawn towards Apps,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1315,T Spawn towards Apps,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1316,Default A,stavn,1,0,1,97,0,97,CT,201,0.08433315945053034,0.08045052292839903,0.0,0.0
1317,Default A,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1318,Inside Market Doors,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1319,Inside Market Doors,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1320,Deep Catwalk,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1321,Deep Catwalk,stavn,1,0,1,94,0,94,T,201,0.08172491740566858,0.08045052292839903,0.0,0.0
1322,Right Side Snipers Nest,stavn,0,0,0,0,0,0,CT,201,0.0,0.0,0.0,0.0
1323,Right Side Snipers Nest,stavn,0,0,0,0,0,0,T,201,0.0,0.0,0.0,0.0
1324,CT Side Apps,AmaNEk,4,0,4,315,0,315,CT,231,0.27386541471048514,0.32180209171359614,0.0,0.0
1325,CT Side Apps,AmaNEk,1,5,-4,100,448,-348,T,231,0.0869414014953921,0.08045052292839903,0.3342245989304813,0.34413888462129355
1326,Bottom Stairs,AmaNEk,0,1,-1,0,100,-100,CT,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1327,Bottom Stairs,AmaNEk,0,1,-1,0,100,-100,T,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1328,A Ramp,AmaNEk,1,1,0,167,100,67,CT,231,0.14519214049730483,0.08045052292839903,0.06684491978609625,0.07681671531725304
1329,A Ramp,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1330,Catwalk T Aparments Peek,AmaNEk,1,2,-1,9,146,-137,CT,231,0.00782472613458529,0.08045052292839903,0.1336898395721925,0.11215240436318943
1331,Catwalk T Aparments Peek,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1332,T Deep Apps Underpass/Apps Peek,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1333,T Deep Apps Underpass/Apps Peek,AmaNEk,0,2,-2,0,195,-195,T,231,0.0,0.0,0.1336898395721925,0.1497925948686434
1334,Deep T Apps,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1335,Deep T Apps,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1336,Close Left CT A Ramp,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1337,Close Left CT A Ramp,AmaNEk,0,2,-2,0,192,-192,T,231,0.0,0.0,0.1336898395721925,0.14748809340912583
1338,Top Balcony,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1339,Top Balcony,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1340,CT Deep Catwalk Mid peek,AmaNEk,1,3,-2,100,283,-183,CT,231,0.0869414014953921,0.08045052292839903,0.2005347593582888,0.21739130434782608
1341,CT Deep Catwalk Mid peek,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1342,Bottom Connector,AmaNEk,1,0,1,100,0,100,CT,231,0.0869414014953921,0.08045052292839903,0.0,0.0
1343,Bottom Connector,AmaNEk,0,2,-2,0,153,-153,T,231,0.0,0.0,0.1336898395721925,0.11752957443539715
1344,Right Side Connector,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1345,Right Side Connector,AmaNEk,0,2,-2,0,200,-200,T,231,0.0,0.0,0.1336898395721925,0.15363343063450607
1346,Deep T Apps Underpass STairs,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1347,Deep T Apps Underpass STairs,AmaNEk,0,1,-1,0,100,-100,T,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1348,A Site Exposed to Stairs Connector Cat,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1349,A Site Exposed to Stairs Connector Cat,AmaNEk,0,1,-1,0,100,-100,T,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1350,T Spawn A Ramp,AmaNEk,1,0,1,100,0,100,CT,231,0.0869414014953921,0.08045052292839903,0.0,0.0
1351,T Spawn A Ramp,AmaNEk,0,1,-1,0,100,-100,T,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1352,Deep Palace,AmaNEk,1,0,1,100,0,100,CT,231,0.0869414014953921,0.08045052292839903,0.0,0.0
1353,Deep Palace,AmaNEk,0,1,-1,0,100,-100,T,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1354,CT Catwalk,AmaNEk,1,1,0,100,100,0,CT,231,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
1355,CT Catwalk,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1356,Default A,AmaNEk,5,1,4,500,100,400,CT,231,0.4347070074769605,0.4022526146419952,0.06684491978609625,0.07681671531725304
1357,Default A,AmaNEk,0,1,-1,0,38,-38,T,231,0.0,0.0,0.06684491978609625,0.02919035182055615
1358,Catwalk Plant B Site,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1359,Catwalk Plant B Site,AmaNEk,0,1,-1,0,100,-100,T,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1360,Sandwhich,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1361,Sandwhich,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1362,Deep CT,AmaNEk,1,0,1,100,0,100,CT,231,0.0869414014953921,0.08045052292839903,0.0,0.0
1363,Deep CT,AmaNEk,0,1,-1,0,30,-30,T,231,0.0,0.0,0.06684491978609625,0.02304501459517591
1364,B site Market Plant,AmaNEk,0,1,-1,0,3,-3,CT,231,0.0,0.0,0.06684491978609625,0.002304501459517591
1365,B site Market Plant,AmaNEk,0,1,-1,0,100,-100,T,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1366,Deep Catwalk,AmaNEk,0,1,-1,0,100,-100,CT,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1367,Deep Catwalk,AmaNEk,0,1,-1,0,16,-16,T,231,0.0,0.0,0.06684491978609625,0.012290674450760486
1368,Market Window Peek,AmaNEk,0,1,-1,0,100,-100,CT,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1369,Market Window Peek,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1370,Triple Box,AmaNEk,1,0,1,100,0,100,CT,231,0.0869414014953921,0.08045052292839903,0.0,0.0
1371,Triple Box,AmaNEk,0,1,-1,0,37,-37,T,231,0.0,0.0,0.06684491978609625,0.02842218466738362
1372,Apartments Right CT Corner,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1373,Apartments Right CT Corner,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1374,Back B Site Peeking Apps/Plat,AmaNEk,1,0,1,100,0,100,CT,231,0.0869414014953921,0.08045052292839903,0.0,0.0
1375,Back B Site Peeking Apps/Plat,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1376,Bench,AmaNEk,3,0,3,315,0,315,CT,231,0.27386541471048514,0.2413515687851971,0.0,0.0
1377,Bench,AmaNEk,0,1,-1,0,65,-65,T,231,0.0,0.0,0.06684491978609625,0.04993086495621447
1378,Tetris,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1379,Tetris,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1380,Top Mid,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1381,Top Mid,AmaNEk,0,1,-1,0,100,-100,T,231,0.0,0.0,0.06684491978609625,0.07681671531725304
1382,Stairs Palace Peek,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1383,Stairs Palace Peek,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1384,Snipers Palace Peek,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1385,Snipers Palace Peek,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1386,Forest,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1387,Forest,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1388,B Bombsite Cross to Catwalk,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1389,B Bombsite Cross to Catwalk,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1390,Jungle Plant,AmaNEk,0,0,0,0,0,0,CT,231,0.0,0.0,0.0,0.0
1391,Jungle Plant,AmaNEk,0,0,0,0,0,0,T,231,0.0,0.0,0.0,0.0
1392,Close Market door,AmaNEk,1,0,1,90,0,90,CT,231,0.0782472613458529,0.08045052292839903,0.0,0.0
1393,Close Market door,AmaNEk,0,1,-1,0,52,-52,T,231,0.0,0.0,0.06684491978609625,0.03994469196497158
1394,Close Right Market Window,AmaNEk,1,0,1,14,0,14,CT,231,0.012171796209354895,0.08045052292839903,0.0,0.0
1395,Close Right Market Window,AmaNEk,0,1,-1,0,92,-92,T,231,0.0,0.0,0.06684491978609625,0.0706713780918728
1396,CT Catwalk,NiKo,0,1,-1,0,100,-100,CT,161,0.0,0.0,0.06684491978609625,0.07681671531725304
1397,CT Catwalk,NiKo,2,0,2,170,0,170,T,161,0.14780038254216657,0.16090104585679807,0.0,0.0
1398,Ticketbooth ,NiKo,2,1,1,178,100,78,CT,161,0.15475569466179795,0.16090104585679807,0.06684491978609625,0.07681671531725304
1399,Ticketbooth ,NiKo,0,0,0,0,0,0,T,161,0.0,0.0,0.0,0.0
1400,Bottom Stairs,NiKo,0,1,-1,0,39,-39,CT,161,0.0,0.0,0.06684491978609625,0.02995851897372868
1401,Bottom Stairs,NiKo,1,1,0,100,100,0,T,161,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
1402,Arch,NiKo,0,0,0,0,0,0,CT,161,0.0,0.0,0.0,0.0
1403,Arch,NiKo,0,0,0,0,0,0,T,161,0.0,0.0,0.0,0.0
1404,A Site,NiKo,0,0,0,0,0,0,CT,161,0.0,0.0,0.0,0.0
1405,A Site,NiKo,0,1,-1,0,81,-81,T,161,0.0,0.0,0.06684491978609625,0.06222153940697495
