,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds,Percentage Damage Dealt,Percentage Kills,Percentage Deaths,Percentage Damage Taken
1987,Apartments Right CT Corner,FalleN,0,1,-1,0,100,-100,T,106,0.0,0.0,0.06684491978609625,0.07681671531725304
1988,Underneath B apps plat,FalleN,1,0,1,50,0,50,CT,106,0.04347070074769605,0.08045052292839903,0.0,0.0
1989,Underneath B apps plat,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
1990,T Deep apps,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
1991,T Deep apps,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
1992,Ladder Room Catwalk Side,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
1993,Ladder Room Catwalk Side,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
1994,Deep T Apps,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
1995,Deep T Apps,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
1996,Ticketbooth ,FalleN,3,0,3,463,0,463,CT,106,0.40253868892366546,0.2413515687851971,0.0,0.0
1997,Ticketbooth ,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
1998,A Site Exposed to Stairs Connector Cat,FalleN,1,0,1,0,0,0,CT,106,0.0,0.08045052292839903,0.0,0.0
1999,A Site Exposed to Stairs Connector Cat,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
2000,Deep Jungle,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
2001,Deep Jungle,FalleN,1,0,1,15,0,15,T,106,0.013041210224308816,0.08045052292839903,0.0,0.0
2002,Deep Catwalk,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
2003,Deep Catwalk,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
2004,T Spawn A Ramp,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
2005,T Spawn A Ramp,FalleN,0,0,0,0,67,-67,T,106,0.0,0.0,0.0,0.05146719926255953
2006,Deep Palace,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
2007,Deep Palace,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
2008,T Palace Stairs Peek,FalleN,1,0,1,100,0,100,CT,106,0.0869414014953921,0.08045052292839903,0.0,0.0
2009,T Palace Stairs Peek,FalleN,0,1,-1,0,100,-100,T,106,0.0,0.0,0.06684491978609625,0.07681671531725304
2010,Jungle Plant,FalleN,1,0,1,11,0,11,CT,106,0.009563554164493131,0.08045052292839903,0.0,0.0
2011,Jungle Plant,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
2012,Top Mid Left Side,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
2013,Top Mid Left Side,FalleN,1,0,1,100,0,100,T,106,0.0869414014953921,0.08045052292839903,0.0,0.0
2014,Top Mid Boxes Right Side Peek,FalleN,0,0,0,0,0,0,CT,106,0.0,0.0,0.0,0.0
2015,Top Mid Boxes Right Side Peek,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
2016,Connector behind box,FalleN,0,1,-1,0,100,-100,CT,106,0.0,0.0,0.06684491978609625,0.07681671531725304
2017,Connector behind box,FalleN,0,0,0,0,0,0,T,106,0.0,0.0,0.0,0.0
2018,Deep T Apps,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2019,Deep T Apps,hades,3,2,1,298,200,98,T,35,0.25908537645626845,0.2413515687851971,0.1336898395721925,0.15363343063450607
2020,Triple Box,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2021,Triple Box,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2022,Default A,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2023,Default A,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2024,Ticketbooth ,hades,4,1,3,266,100,166,CT,35,0.231264127977743,0.32180209171359614,0.06684491978609625,0.07681671531725304
2025,Ticketbooth ,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2026,Mid Close Connector,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2027,Mid Close Connector,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2028,A Site,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2029,A Site,hades,2,0,2,195,0,195,T,35,0.1695357329160146,0.16090104585679807,0.0,0.0
2030,CT Side Apps,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2031,CT Side Apps,hades,1,0,1,73,0,73,T,35,0.06346722309163624,0.08045052292839903,0.0,0.0
2032,CT Spawn,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2033,CT Spawn,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2034,Arch,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2035,Arch,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2036,Top STairs,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2037,Top STairs,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2038,Top Mid Boxes Left Side Peek,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2039,Top Mid Boxes Left Side Peek,hades,1,1,0,73,100,-27,T,35,0.06346722309163624,0.08045052292839903,0.06684491978609625,0.07681671531725304
2040,Top Balcony,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2041,Top Balcony,hades,0,0,0,0,84,-84,T,35,0.0,0.0,0.0,0.06452604086649255
2042,Close A Ramp,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2043,Close A Ramp,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2044,T Deep Apps Underpass/Apps Peek,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2045,T Deep Apps Underpass/Apps Peek,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2046,Sandwhich,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2047,Sandwhich,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2048,A Ramp,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2049,A Ramp,hades,3,1,2,300,100,200,T,35,0.2608242044861763,0.2413515687851971,0.06684491978609625,0.07681671531725304
2050,Van Barrel Peek,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2051,Van Barrel Peek,hades,1,0,1,100,0,100,T,35,0.0869414014953921,0.08045052292839903,0.0,0.0
2052,Inside Market Doors,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2053,Inside Market Doors,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2054,Bottom Connector,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2055,Bottom Connector,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2056,Top Mid Boxes Right Side Peek,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2057,Top Mid Boxes Right Side Peek,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2058,Back Left B Site From T's' Perspective,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2059,Back Left B Site From T's' Perspective,hades,0,0,0,0,0,0,T,35,0.0,0.0,0.0,0.0
2060,B Site Default Plant,hades,0,0,0,0,0,0,CT,35,0.0,0.0,0.0,0.0
2061,B Site Default Plant,hades,0,1,-1,0,9,-9,T,35,0.0,0.0,0.06684491978609625,0.006913504378552773
2062,T Spawn A Ramp,ropz,0,1,-1,0,100,-100,CT,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2063,T Spawn A Ramp,ropz,0,1,-1,0,100,-100,T,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2064,Close Market door,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2065,Close Market door,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2066,Deep Jungle,ropz,0,2,-2,0,200,-200,CT,135,0.0,0.0,0.1336898395721925,0.15363343063450607
2067,Deep Jungle,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2068,Mid Close Connector,ropz,1,1,0,100,100,0,CT,135,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
2069,Mid Close Connector,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2070,Deep T Apps,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2071,Deep T Apps,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2072,Top Mid,ropz,0,1,-1,0,100,-100,CT,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2073,Top Mid,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2074,A Site,ropz,1,0,1,100,0,100,CT,135,0.0869414014953921,0.08045052292839903,0.0,0.0
2075,A Site,ropz,0,1,-1,0,12,-12,T,135,0.0,0.0,0.06684491978609625,0.009218005838070364
2076,Bottom Stairs,ropz,0,0,0,85,0,85,CT,135,0.07390019127108328,0.0,0.0,0.0
2077,Bottom Stairs,ropz,0,1,-1,0,100,-100,T,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2078,Triple Box,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2079,Triple Box,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2080,Right Side Connector,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2081,Right Side Connector,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2082,Arch,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2083,Arch,ropz,0,1,-1,0,100,-100,T,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2084,A Ramp,ropz,2,0,2,167,0,167,CT,135,0.14519214049730483,0.16090104585679807,0.0,0.0
2085,A Ramp,ropz,0,1,-1,0,100,-100,T,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2086,Top Balcony,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2087,Top Balcony,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2088,Apartments Right CT Corner,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2089,Apartments Right CT Corner,ropz,0,1,-1,0,4,-4,T,135,0.0,0.0,0.06684491978609625,0.0030726686126901215
2090,Bottom Mid Ladder Room Peek,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2091,Bottom Mid Ladder Room Peek,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2092,B Bombsite Cross to Catwalk,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2093,B Bombsite Cross to Catwalk,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2094,Left Side Platform,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2095,Left Side Platform,ropz,0,1,-1,0,48,-48,T,135,0.0,0.0,0.06684491978609625,0.03687202335228146
2096,B Site Default Plant,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2097,B Site Default Plant,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2098,Bottom Connector,ropz,1,1,0,82,74,8,CT,135,0.07129194922622152,0.08045052292839903,0.06684491978609625,0.05684436933476724
2099,Bottom Connector,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2100,Deep T Apps Underpass STairs,ropz,0,1,-1,0,100,-100,CT,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2101,Deep T Apps Underpass STairs,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2102,Close Left CT A Ramp,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2103,Close Left CT A Ramp,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2104,Snipers Palace Peek,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2105,Snipers Palace Peek,ropz,0,1,-1,0,100,-100,T,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2106,Bench Closer To Jungle,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2107,Bench Closer To Jungle,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2108,Top Connector,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2109,Top Connector,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2110,Ticketbooth ,ropz,3,0,3,184,0,184,CT,135,0.15997217875152148,0.2413515687851971,0.0,0.0
2111,Ticketbooth ,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2112,CT Side Apps,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2113,CT Side Apps,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2114,Default A,ropz,2,0,2,200,0,200,CT,135,0.1738828029907842,0.16090104585679807,0.0,0.0
2115,Default A,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2116,CT Catwalk,ropz,0,1,-1,0,78,-78,CT,135,0.0,0.0,0.06684491978609625,0.05991703794745736
2117,CT Catwalk,ropz,2,0,2,200,0,200,T,135,0.1738828029907842,0.16090104585679807,0.0,0.0
2118,Tetris,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2119,Tetris,ropz,0,1,-1,0,131,-131,T,135,0.0,0.0,0.06684491978609625,0.10062989706560149
2120,Deep Palace,ropz,0,0,0,0,0,0,CT,135,0.0,0.0,0.0,0.0
2121,Deep Palace,ropz,0,1,-1,0,100,-100,T,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2122,A Site Exposed to Stairs Connector Cat,ropz,0,1,-1,0,100,-100,CT,135,0.0,0.0,0.06684491978609625,0.07681671531725304
2123,A Site Exposed to Stairs Connector Cat,ropz,0,0,0,0,0,0,T,135,0.0,0.0,0.0,0.0
2124,Top Mid Left Side,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2125,Top Mid Left Side,Woro2k,0,3,-3,0,275,-275,T,58,0.0,0.0,0.2005347593582888,0.21124596712244587
2126,CT Side Apps,Woro2k,1,0,1,100,0,100,CT,58,0.0869414014953921,0.08045052292839903,0.0,0.0
2127,CT Side Apps,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2128,A Ramp,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2129,A Ramp,Woro2k,1,1,0,100,100,0,T,58,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
2130,Underneath B apps plat,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2131,Underneath B apps plat,Woro2k,0,1,-1,0,28,-28,T,58,0.0,0.0,0.06684491978609625,0.021508680288830847
2132,Back B Site Peeking Apps/Plat,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2133,Back B Site Peeking Apps/Plat,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2134,Top STairs,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2135,Top STairs,Woro2k,0,1,-1,0,98,-98,T,58,0.0,0.0,0.06684491978609625,0.07528038101090798
2136,Close Left CT A Ramp,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2137,Close Left CT A Ramp,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2138,Close A Ramp,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2139,Close A Ramp,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2140,Stairs Palace Peek,Woro2k,0,1,-1,0,100,-100,CT,58,0.0,0.0,0.06684491978609625,0.07681671531725304
2141,Stairs Palace Peek,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2142,Mid Close Connector,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2143,Mid Close Connector,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2144,Deep T Spawn T Ramp,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2145,Deep T Spawn T Ramp,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2146,Ladder Room Catwalk Side,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2147,Ladder Room Catwalk Side,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2148,Deep CT,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2149,Deep CT,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2150,Deep T Apps,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2151,Deep T Apps,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2152,Sandwhich,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2153,Sandwhich,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2154,Under balcony,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2155,Under balcony,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2156,CT Catwalk,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2157,CT Catwalk,Woro2k,0,1,-1,0,33,-33,T,58,0.0,0.0,0.06684491978609625,0.025349516054693502
2158,Murder Hole,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2159,Murder Hole,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2160,Market Window Peek,Woro2k,2,0,2,179,0,179,CT,58,0.1556251086767519,0.16090104585679807,0.0,0.0
2161,Market Window Peek,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2162,Deep Catwalk,Woro2k,1,1,0,100,100,0,CT,58,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
2163,Deep Catwalk,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2164,Top Mid towards Apps,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2165,Top Mid towards Apps,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2166,T Deep Apps Underpass/Apps Peek,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2167,T Deep Apps Underpass/Apps Peek,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2168,Triple Box,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2169,Triple Box,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2170,Deep Jungle,Woro2k,0,0,0,0,0,0,CT,58,0.0,0.0,0.0,0.0
2171,Deep Jungle,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2172,Bottom Stairs,Woro2k,1,0,1,100,0,100,CT,58,0.0869414014953921,0.08045052292839903,0.0,0.0
2173,Bottom Stairs,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2174,Snipers Nest,Woro2k,1,1,0,100,133,-33,CT,58,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.10216623137194654
2175,Snipers Nest,Woro2k,0,0,0,0,0,0,T,58,0.0,0.0,0.0,0.0
2176,Catwalk Connector Peek,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2177,Catwalk Connector Peek,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2178,Deep T Apps,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2179,Deep T Apps,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2180,Deep Catwalk,shox,0,1,-1,0,100,-100,CT,108,0.0,0.0,0.06684491978609625,0.07681671531725304
2181,Deep Catwalk,shox,0,1,-1,0,100,-100,T,108,0.0,0.0,0.06684491978609625,0.07681671531725304
2182,Left Side Platform,shox,2,0,2,112,0,112,CT,108,0.09737436967483916,0.16090104585679807,0.0,0.0
2183,Left Side Platform,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2184,Bottom Stairs,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2185,Bottom Stairs,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2186,A Ramp,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2187,A Ramp,shox,0,1,-1,0,26,-26,T,108,0.0,0.0,0.06684491978609625,0.01997234598248579
2188,Catwalk T Aparments Peek,shox,2,0,2,200,0,200,CT,108,0.1738828029907842,0.16090104585679807,0.0,0.0
2189,Catwalk T Aparments Peek,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2190,Jungle Plant,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2191,Jungle Plant,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2192,B site Market Plant,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2193,B site Market Plant,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2194,market,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2195,market,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2196,Ticketbooth ,shox,4,1,3,400,100,300,CT,108,0.3477656059815684,0.32180209171359614,0.06684491978609625,0.07681671531725304
2197,Ticketbooth ,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2198,T Deep Apps Underpass/Apps Peek,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2199,T Deep Apps Underpass/Apps Peek,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2200,Mid Close Connector,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2201,Mid Close Connector,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2202,Top Mid,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2203,Top Mid,shox,0,1,-1,0,100,-100,T,108,0.0,0.0,0.06684491978609625,0.07681671531725304
2204,Ladder Room Catwalk Side,shox,1,1,0,100,100,0,CT,108,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
2205,Ladder Room Catwalk Side,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2206,Deep T Apps Underpass STairs,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2207,Deep T Apps Underpass STairs,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2208,Top Balcony,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2209,Top Balcony,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2210,Apartments Right CT Corner,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2211,Apartments Right CT Corner,shox,0,1,-1,0,100,-100,T,108,0.0,0.0,0.06684491978609625,0.07681671531725304
2212,Bottom Connector,shox,0,0,0,0,0,0,CT,108,0.0,0.0,0.0,0.0
2213,Bottom Connector,shox,0,0,0,0,0,0,T,108,0.0,0.0,0.0,0.0
2214,CT Side Apps,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2215,CT Side Apps,CeRq,0,1,-1,0,100,-100,T,78,0.0,0.0,0.06684491978609625,0.07681671531725304
2216,T Palace Stairs Peek,CeRq,0,1,-1,0,100,-100,CT,78,0.0,0.0,0.06684491978609625,0.07681671531725304
2217,T Palace Stairs Peek,CeRq,0,0,0,84,0,84,T,78,0.07303077725612937,0.0,0.0,0.0
2218,Top Balcony,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2219,Top Balcony,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2220,Underpass,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2221,Underpass,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2222,Top Mid Left Side,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2223,Top Mid Left Side,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2224,Catwalk T Aparments Peek,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2225,Catwalk T Aparments Peek,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2226,Ticketbooth ,CeRq,3,1,2,203,73,130,CT,78,0.17649104503564597,0.2413515687851971,0.06684491978609625,0.05607620218159472
2227,Ticketbooth ,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2228,Close Right Market Window,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2229,Close Right Market Window,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2230,Bottom Connector,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2231,Bottom Connector,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2232,Snipers Palace Peek,CeRq,3,1,2,261,100,161,CT,78,0.2269170579029734,0.2413515687851971,0.06684491978609625,0.07681671531725304
2233,Snipers Palace Peek,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2234,Top Mid,CeRq,0,1,-1,0,39,-39,CT,78,0.0,0.0,0.06684491978609625,0.02995851897372868
2235,Top Mid,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2236,Deep Catwalk,CeRq,1,1,0,100,74,26,CT,78,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.05684436933476724
2237,Deep Catwalk,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2238,Close A Ramp,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2239,Close A Ramp,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2240,CT Outside Market,CeRq,1,1,0,100,100,0,CT,78,0.0869414014953921,0.08045052292839903,0.06684491978609625,0.07681671531725304
2241,CT Outside Market,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2242,Murder Hole,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2243,Murder Hole,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2244,A Ramp,CeRq,0,0,0,0,0,0,CT,78,0.0,0.0,0.0,0.0
2245,A Ramp,CeRq,0,0,0,0,0,0,T,78,0.0,0.0,0.0,0.0
2246,Top Mid Left Side,anarkez,0,0,0,0,0,0,CT,23,0.0,0.0,0.0,0.0
2247,Top Mid Left Side,anarkez,0,0,0,0,0,0,T,23,0.0,0.0,0.0,0.0
2248,Deep T Apps,anarkez,0,0,0,0,0,0,CT,23,0.0,0.0,0.0,0.0
2249,Deep T Apps,anarkez,0,0,0,0,0,0,T,23,0.0,0.0,0.0,0.0
2250,Underpass,anarkez,0,0,0,0,0,0,CT,23,0.0,0.0,0.0,0.0
